location_tag,river_level,original_coastal
guarinoes,3,False
balagachchy,3,False
xojeli,3,False
cernavoda,4,False
rechnoye,5,False
shuntaneshnanga,3,False
ollo,3,False
chupanga,4,False
bargarh,3,False
masulipatnam,4,True
bunji,3,False
kahlur,3,False
uch,3,False
uch,4,False
uch,5,False
kandiaro,4,False
karor_2,4,False
tete,2,False
tete,4,False
tete,5,False
hajner,3,False
chiniot,3,False
bhadrachalam,4,False
mano,3,True
qasr_ibrim,4,False
abu_hamed,4,False
arbaji,3,False
gondokoro,4,False
logone_birni,3,False
nyamina,3,False
xiacai,3,False
baotong,3,False
moss,3,True
visesav,4,False
tutrakan,4,False
qlispe,3,False
jangipur,5,False
eseejja,3,False
eseejja,5,False
siegburg,3,False
churumekua,3,False
bykovo,5,False
paru,3,True
paru,5,True
arkhara,4,False
nanhai,5,False
zakroczym,3,False
thien_truong,4,True
manigotagan,3,False
chandrabad,5,False
balyktykol,3,False
burayevo,3,False
cegani,4,False
fehervar,4,False
charquis,3,False
charquis,4,False
charquis,5,False
gichthanne,4,False
thang_long,3,False
thang_long,4,False
ficarolo,3,False
bilgram,3,False
velyka_oleksandrivka,3,False
kipahigan,3,False
kerki,1,False
kerki,3,False
kerki,4,False
gunnaur,3,False
rotterdam,4,True
bacs,4,False
flix,3,False
rohat_kermen,3,False
sayniabuli,4,False
radom,3,False
kelif,1,False
shizhu,5,False
monghsu,4,False
kaifeng,3,False
suzhou,3,False
piletisipuk,3,True
rongshan,3,False
kaonde,3,False
champasak,3,False
matarjawira,1,False
matarjawira,3,False
ciechanow,3,False
chiang_khong,4,False
chiang_khong,5,False
linxian,3,False
chalkyitsik,4,False
baden,3,False
kiwigapawa,1,False
yarensk,3,False
mackenzie,5,False
bankutu,4,False
bankutu,5,False
lahontan,3,False
harsova,4,False
trogstad,3,False
mamadysh,3,False
mamadysh,4,False
longyou_jiading,3,False
longyou_jiading,4,False
mongmit,3,False
biswan,4,False
sabac,3,False
akilonda,1,False
braila,4,False
sernur,3,False
lucheng,3,False
rajnagar,3,False
isaccea,4,False
isaccea,5,False
manatara,1,False
manatara,3,False
xuanhua,4,False
xunhe,4,False
durgyeling,3,False
thaungdut,4,False
hucha_hudan,3,False
nuoluo,3,False
nuoluo,5,False
huaihua,3,False
atiya,5,False
missicabi,3,True
machang,3,False
malykovka,5,False
chalin,3,False
freienwalde,3,False
jujin,3,False
arauca,3,False
kuripan,3,False
kuripan,4,False
phnom_penh,3,False
phnom_penh,5,False
yongshan,4,False
tczew,3,False
luchow,3,False
pavlovo,3,False
muse,3,False
muse,4,False
grant_creek,4,False
tensas,2,False
tensas,3,False
kaskinampo,3,False
kaskinampo,4,False
danubyu,5,False
pasho,5,False
makanpur,3,False
barasuru,3,False
barasuru,4,False
barasuru,5,False
omerkot,4,False
muhammad_tur,4,True
karur_punjab,3,False
sargadwari,3,False
zumbo,3,False
arrah,4,False
nounkonkan,3,False
ugbo,3,False
ugbo,5,False
kosa,3,False
kaka,3,False
daw_sud,4,False
branko,3,False
dia,3,False
doba,3,False
goundi,3,False
basti,4,False
lolo,3,False
zimnicea,5,False
xiaoshan,3,True
xiaoshan,5,True
riga,3,True
kraho,4,False
hum,3,False
uele_ca,3,False
gigen,4,False
barnaul,3,False
moira,3,False
siriono,3,False
lower_aktanyshbash,3,False
selpils,3,False
ferrette,3,False
cabinda_kongo,5,True
guizhou_xunzhou,3,False
meshchersk,3,False
raznezhye,4,False
bungu_kongo,5,False
yumba,3,False
martaban,4,True
korenevo,3,False
hedong,3,False
angermunde,3,False
starodub_votsky,3,False
boowe,4,False
tinnaya,4,False
yanchang,3,False
nam_xuang,3,False
ruicheng,3,False
kwerba,4,True
futian,3,False
futian,5,False
kwilu,3,True
shanxian,3,False
nong_khay,4,False
riverie,3,False
shangjin,3,False
atacames,3,True
klewi,4,False
panatahuas,3,False
lingwu,3,False
qubodijon,3,False
qubodijon,5,False
muang_khemarat,3,False
kath,3,False
ayays,3,False
kamyshin,5,False
khamyab,4,False
boduna,5,False
hkamti,4,False
machecoul,3,True
silat,4,False
sutkent,3,False
apoquitaua,3,False
hulin,3,False
kori_bara_karaa_ancas,3,False
czersk,3,False
wando,3,True
weiyuan,3,False
guastalla,5,False
lubefu,3,False
ayo_ayo,1,False
maping,3,False
yor,3,False
nyzvar,3,False
lyuban,3,False
zhongli,3,False
griesbach,3,False
dymer,3,False
shiqian,3,False
tangkya,3,False
mengli,3,False
bolghar,4,False
jonang,3,False
myshuryn_rih,3,False
myshuryn_rih,5,False
mbewe,3,False
giurgiu,4,False
casalmaggiore,3,False
casalmaggiore,5,False
tanabi,3,False
lensk,4,False
htamanthi,4,False
yusha,3,False
rashid,3,True
giza,3,False
giza,4,False
boli,3,False
boli,4,False
achan,3,False
mikkwa,4,False
aizkraukle,3,False
jingling,3,False
dannenberg,3,False
bagayevskaya,3,False
luapula,3,False
naxi,4,False
naxi,5,False
yongchuan,5,False
muchuan,3,False
onimgohow,3,False
chojna,3,False
yamachiche,3,False
iguape,3,True
swiecie,3,False
zhaohua,3,False
kafaila,3,False
amyint,4,False
srok_khleang,5,True
witym,3,False
witym,4,False
shishou,5,False
dinkot,4,False
vijayapur,2,False
vijayapur,3,False
vijayapur,5,False
nkee_us,1,False
koasati,3,False
khosheutovo,5,False
sanshui,2,False
sanshui,3,False
sanshui,4,False
sanshui,5,False
moapa,3,False
lopburi,3,False
santo_antonio,3,False
tayaccasa,3,False
sungai_jujuhan,3,False
ekwentondie,3,False
byuteydyakh,3,False
blackwater,4,False
nedong,3,False
porte,3,False
lukulunga,3,False
donglan,3,False
jalalabad,3,False
pouss,3,False
isakhel,4,False
chamo,3,False
rath,3,False
rasyal,3,False
chishtian,3,False
mankera,3,False
mankera,5,False
angul,4,False
chunar,4,False
hala,4,False
warri,4,False
waylula,3,False
faras,4,False
koulikoro,3,False
segou,3,False
puyang,3,False
oohl,3,True
cumaribo,4,False
hamar,3,False
bumbuli,3,False
shadodkot,4,False
kabachischi,4,False
lodose,1,False
lodose,3,False
khanda,4,False
skardu,3,False
kalassa,3,False
yakesa,3,False
bengmara,4,False
jinkang,4,False
hulu_mahakam,3,False
hulu_mahakam,5,False
yongning_baisheng,3,False
yongning_baisheng,5,False
mbanza_soyo,5,True
aklaviq,5,False
calafat,4,False
kinhama,3,False
kinhama,5,False
kletskaya,3,False
ocanga,3,False
zadian,4,False
indrapura_khmer,5,False
wuxian_liuzhou,3,False
wuxian_liuzhou,4,False
wuxian_liuzhou,5,False
buda,3,False
buda,4,False
kamla,3,False
kamla,5,False
yemelyanovo,4,False
ayo,3,False
esztergom,3,False
esztergom,4,False
urua,3,False
jomda,3,False
jomda,5,False
loengowe,3,False
sarapul,4,False
sarapul,5,False
bikoro,3,False
bikoro,4,False
bikoro,5,False
dyryn_ebe,4,False
aarau,3,False
taksimo,3,False
songzi,5,False
yelovo,3,False
koroa,3,False
gromatukha,3,False
lingzhou,3,False
samye,3,False
suki,4,True
cahokia,4,False
simmern,3,False
laish,4,False
sicasica,1,False
ethapetha,3,False
ethapetha,4,False
macaregua,3,False
osa,3,False
selimbau,4,False
putao,3,False
mitimiri,3,True
nehantuck,3,True
misha_shipu,3,False
leko,3,False
mantova,3,False
tamaroa,4,False
lodi,1,False
akinka_nup,3,False
akinka_nup,5,False
salay,5,False
dipayal,3,False
abrahamtelke,4,False
sadiya,4,False
aiwanj,4,False
lanyang,3,False
damanhur,3,False
atfih,4,False
qus,4,False
ambalanjakomby,3,False
qena,4,False
nantes,3,True
samarra,3,False
dayr_aqul,3,False
dayr_aqul,5,False
abdas,3,False
abdas,5,False
tabqah,3,False
raqqa,3,False
jean_marie_river,4,False
curahuara,1,False
curahuara,3,False
lyskovo,5,False
lujiang,3,False
chelmno,3,False
nandan,3,False
shar_yelpuk,3,False
xingyang,3,False
baode,3,False
oppenheim,3,False
aha_macav,3,False
mangapet,4,False
hinthada,5,False
birches,5,False
bazas,3,False
sreepur,5,False
tongzhou,3,False
kamyskala,3,False
namhkan,3,False
gunza_anbamba,3,False
da_giang,3,False
birma,3,False
gaur,3,False
lahasusu,3,False
hequ,3,False
nijmegen,4,False
muong,3,False
winnee,3,False
tamalameque,4,False
daklha_gampo,3,False
hulu_melawai,3,False
aroostook,3,False
emei,3,False
namling,3,False
watappo,5,True
lauenburg,3,False
pabna,3,False
sanga_kongo,5,False
pochutla,3,False
kontagora,5,False
wloclawek,3,False
hengyang,2,False
hengyang,3,False
hengyang,5,False
ryazan,3,False
that_phanom,4,False
srebrenik,5,False
palembang,4,False
palembang,5,False
poskatinak,4,False
dep,3,False
ballia,4,False
ballia,5,False
salyan,3,True
varanasi,4,False
dera_ismail_khan,4,False
kothagudem,4,False
central_meetto,4,False
central_meetto,5,False
kashmore,4,False
mikindani,4,True
raigadh,3,False
etawah,5,False
asadabad_kunar,3,False
banihal,3,False
kantit,4,False
muyove,3,False
massanza,4,False
massangano,5,False
konch,3,False
lapai,4,False
ozoro,4,False
nupeko,3,False
yoko,3,False
singa,3,False
alays,3,False
ed_damer,4,False
bourem,3,False
macina,3,False
gourma_rharous,3,False
lau,3,False
lau,5,False
yingde,5,False
nizhny_chir,3,False
jiazhou,3,False
jiangning,5,False
lichiresti,5,False
shouchun,5,False
jiande,3,False
chesnokovka,3,False
tarrana,3,False
belabo,4,False
belabo,5,False
kansas,3,False
kansas,5,False
badong,5,False
botucatu,3,False
andar,4,False
krenak,3,False
callamaco,3,False
solovtsovo,5,False
inowroclaw,3,False
gorkovskoye,3,False
mariua,3,False
jekabpils,3,False
liova,3,False
lanzhou,3,False
lanzhou,5,False
sanggau,4,False
siberia_abalak,3,False
enselxcin,4,False
pawwikamsipi,3,False
suzun,3,False
ndyuka,3,True
lewekeomi,4,False
sao_sebastiao_paraiso,3,False
uberaba,3,False
uberaba,4,False
kezhma,4,False
chyormoz,3,False
mobaye,3,False
vienne,3,False
lyubichi,3,False
mayumba,3,True
kaeti,4,False
kaeti,5,False
sanaga,3,False
karymkary,5,False
siang,4,False
chymnaii,4,False
diaomen,3,False
shilovo,3,False
boma,5,False
kawahib,3,False
shayang,3,False
lucala,3,False
maganasipi,1,False
khulm,4,False
lingbao,3,False
heves,3,False
puqi,5,False
kagawask,5,False
pinglu,3,False
thatta,4,False
vorontsovo,3,False
paranaiba,5,False
aksay,3,False
srednyaya_akhtuba,5,False
mianchi,3,False
bohan,3,False
bohan,4,False
bohan,5,False
gostynin,3,False
tsangdram,3,False
sioma,3,False
kysyl_syr,4,False
thakhek,2,False
qingjian,3,False
metica,4,False
myitkyina,3,False
myitkyina,5,False
kanawha,3,False
kanawha,4,False
kanawha,5,False
muong_cha,3,False
snk_mip,5,False
chekmagush,3,False
yilong,3,False
mingsha,3,False
marxa,4,False
kahayan,3,False
sarare,3,False
fuchuan_ningxia,3,False
choccalpata,3,False
landau,3,False
uraqai,3,False
kinozhesipi,1,False
kinozhesipi,3,False
kinozhesipi,5,False
gattaran,3,False
gattaran,5,False
solikamsk,3,False
perevitska,3,False
cupilco,4,True
kungur,3,False
jishui,3,False
kholmogory,4,False
ebejico,1,False
winokapau,3,False
sansanding,3,False
kremenskaya,3,False
nyuya,4,False
jiangxia,3,False
jiangxia,5,False
azok,3,True
anilco,3,False
anilco,5,False
wels,3,False
ramsis,3,False
beni_suef,4,False
aswan,4,False
minya,4,False
sharuna,4,False
gerger,3,False
rahba,3,False
khalis,3,False
karbala,3,False
an_nil,3,False
al_madar,3,False
xiangyang,5,False
mergui,3,True
alpo_wa,3,False
anhua_anhua,3,False
mussimi,4,False
tutilcoya,3,False
santee,3,False
chumuch,1,False
chumuch,3,False
zhaoxin,1,False
ulakhan_an,4,False
dibrugarh,5,False
nodaway,3,False
mendawai,3,True
coblenz,4,False
luorong,3,False
caisaboscai,3,False
jurbarkas,3,False
fengqiu,3,False
quy_hoa,3,False
ngume,3,False
bama,3,False
suidong,3,False
bydgoszcz,3,False
yanesha,3,False
lashio,4,False
hancheng,3,False
chelan,4,False
fancheng,3,False
daxunhyuu,3,True
balagannakh,3,False
balagannakh,4,False
balagannakh,5,False
bussa,3,False
gana_damate,4,False
bagua,3,False
bagua,5,False
igan,4,True
songye_kongo,3,False
mahu,4,False
itanhomi,3,False
itanhomi,5,False
pitchibourenik,3,True
nowe,3,False
nalolo,3,False
chandpur_uttar_pradesh,3,False
idkabue,3,False
yukte,3,False
kotri,4,False
sirhind,3,False
mithankot,4,False
ranikot,4,False
khushab,3,False
agror,3,False
macherla,3,False
kol,3,False
samasingha,3,False
asni,3,False
jansath,3,False
busal,3,False
sitpur,3,False
sitpur,4,False
sitpur,5,False
pindi_gheb,4,False
wukari,3,False
soddo,3,False
el_metemma,4,False
ayerou,3,False
bousso,3,False
kom_ombo,4,False
tongling,5,False
huoqiu,3,False
fuyang_hangzhou,3,False
shenmu,3,False
humati,3,False
ust_sysola,3,False
caniapiscau,5,False
luxi,3,False
inuviq,3,False
inuviq,5,False
mayaba,3,False
mayaba,4,False
mayaba,5,False
minusinsk,4,False
lutava,3,False
tiotoren,1,True
linjiang,5,False
yeniseysk,4,False
guajobos,4,False
pambala,3,False
scw_exmx,5,False
uinkaret,3,False
deren,5,True
cabo_formoso,4,True
kaarendy,3,False
baronsk,5,False
banjabi,3,False
araquara,3,False
newenken,1,False
newenken,3,False
bayombe,3,False
okhannoye,3,False
bordeaux,3,True
modos,3,False
omoloon,3,False
hacaritamas,1,False
nizhnyaya_toyma,3,False
nizhnyaya_toyma,4,False
rao,3,False
kaiama,3,False
nazimovo,5,False
choele_choel,3,False
koryazhma,3,False
tolna,4,False
kucevo,4,False
shawinigan,3,False
valparaiso,3,False
valparaiso,4,False
valparaiso,5,False
dukhovnitskoye,5,False
barayy,4,False
kiriras,3,False
esk_el,3,False
patos,3,False
shungopavi,3,False
dura,5,False
guide,3,False
pest,4,False
buayan,3,False
kai_theli_ke_hot_inne,4,False
kai_theli_ke_hot_inne,5,False
siri_do,4,False
libonta,3,False
tumbalala,4,False
krenye,3,False
nagina,3,False
araes,3,False
araes,5,False
guanambi,1,False
guanambi,4,False
guachoyo,5,False
moxos,3,False
tupinamba,3,True
changyuan,3,False
petrovaradin,3,False
petrovaradin,4,False
petrovaradin,5,False
hebin,3,False
stepanevka,3,False
kurung,3,False
takhir,3,False
tohome,3,False
staraya_ryazan,3,False
calabar,4,True
tuktoyukiuq,5,False
caparo,3,False
bhagalpur,5,False
sandan,5,False
yusva,3,False
qujiang,3,False
puan,3,False
karipuna,5,False
muang_xay,3,False
muang_xay,4,False
muang_xay,5,False
tapajo,5,False
nikahionhwakowa,4,True
piacenza,1,False
piacenza,3,False
ponkhockie,3,False
huaying,3,False
tormosin,3,False
passos,3,False
freiburg,3,False
wetwin,3,False
wetwin,5,False
tatarskaya_tesyu,4,False
essequibo,5,True
offenburg,3,False
nkata,3,False
dongsheng,3,False
muang_mang,5,False
berezhnovka,5,False
ningbian,3,False
pengshui,3,False
pengshui,5,False
selo_yartsevo,5,False
ceibal,3,False
chana,3,True
chana,4,True
malye_oserki,3,False
pereiaslav,3,False
pereiaslav,5,False
ukek,5,False
lumbini,3,False
kaxa_marca,1,False
kaxa_marca,3,False
olenegorsk,3,False
bkwejanong,5,True
palikur,3,True
huitong,3,False
nagavskaya,3,False
el_burullus,3,True
hiw,4,False
manfalut,4,False
nuba_sud,3,False
nuba_sud,4,False
nuba_sud,5,False
cermik,3,False
samsat,3,False
mosul,3,False
mosul,5,False
abu_kemal,3,False
samawa,3,False
basra,3,False
basra,4,False
numaniyyah,3,False
pravaya_khetta,3,False
avaes,5,False
yapeyu,3,False
yapeyu,4,False
patoka,3,False
patoka,4,False
shigatse,3,False
ramnagar_bihar,3,False
gabin,3,False
kaniv,3,False
maanaagi_iixodagish,3,False
zharzhan,5,False
zhijiang,5,False
baxian,4,False
yakovlevskoye_bolshoye,3,False
tana,3,True
aigun,4,False
aigun,5,False
rovnoye,5,False
amaye,3,False
matoueska,3,False
eket,4,True
qingjiang,4,False
zacatollan,1,True
kisatchie,3,False
sm_algyax,3,True
ilovlya,3,False
pingchuan,3,False
usolye,3,False
usolye,5,False
tyokhtyur,4,False
carmacks,3,False
cocamas,3,False
scqescilni,4,False
nlaka_pamux,3,False
nlaka_pamux,4,False
nlaka_pamux,5,False
thilane_hot_ine,3,False
andaki,3,False
szabolcs,3,False
wishram,4,False
arguvan,3,False
mocoa,3,False
guancheng_zhengzhou,3,False
chetilla,1,False
chetilla,3,False
daban,4,False
zhongmu,3,False
amaga,3,False
chinook,4,True
baishan,3,False
cukataw,4,False
deskenetlata,4,False
mongkawng,4,False
sviyazhsk,4,False
sviyazhsk,5,False
apure,4,False
ahsenisiipi,3,False
ahsenisiipi,5,False
doustioni,3,False
doustioni,5,False
upper_yukon,4,False
gitxsanimaax,3,True
kaipeshimushich,3,False
eminabad,3,False
sialkot,3,False
pindi_bhattian,3,False
kondapalli,3,False
kondapalli,4,False
chindre,4,True
jammu,3,False
chikowa,4,False
baran,3,False
oxford,1,False
kisiju,3,True
dera_ghazi_khan,4,False
chilas,3,False
jaunpur,4,False
sherbro_island,3,True
el_manaqil,3,False
kerma,4,False
renk,3,False
guba,4,False
al_rusayrisi,4,False
ansongo,3,False
gaia,3,False
hezhou_he,5,False
dongliu,5,False
st_at_imcets,3,False
drastar,4,False
drastar,5,False
privas,3,False
qingshen,3,False
tukulan,4,False
mongtung,4,False
praiba_sul,3,False
verkh_chebula,3,False
luocheng,3,False
marimba,3,False
uzes,3,False
kyat_kala,3,False
stung_treng,3,False
stung_treng,5,False
xerente,3,False
xerente,4,False
lyon,3,False
lyon,5,False
chastye,3,False
purnia,5,False
khakhaly,4,False
kutarka,3,False
putyatino,3,False
kitchissippi,5,False
reading,1,False
oleshia,5,True
sittaung,3,True
luoxiu,3,False
cangxi,3,False
cayubaba,4,False
mocana,4,True
kostroma,3,False
yichuan,3,False
hamburg,3,True
koponovo,3,False
sapukaia,5,False
magyarovar,4,False
kyyindy,4,False
