location_tag,original_levels,remaining_levels,original_coastal,new_coastal
nikopol,"4,5",,False,True
bonanza,"2,4",2,False,True
kaiguang,3,,False,True
torun,3,,False,True
taliepacana,"1,2,3","1,2",False,True
quipana,3,,False,True
batang,3,,False,True
carasova,5,,False,True
cerwecerna,"1,3,5","1,5",False,True
cantagalo,3,,False,True
muang_nakhon,"1,2,5","1,2,4,5",False,True
ntiltxitk,"1,3,4,5","1,3",False,True
vukovar,"4,5",,False,True
barretos,"3,5",,False,True
magdeburg,3,,False,True
casqui,"1,2,5","1,2,5",False,True
emasulia,"1,2,4,5","1,2,4,5",False,True
lanzhou_lanzhou,3,,False,True
longvek,3,3,False,True
liling,"1,2","1,2",False,True
coutins,3,,True,True
monona,1,1,False,True
bakongo,2,2,False,True
krebedje,"1,4,5",1,False,True
koksharov,"1,2,3,5","1,2,5",False,True
yaroslavl,3,3,False,True
fiorenzuola,"2,3,5",,False,True
sariang,"1,2,4,5","1,2,5",False,True
ruhptare,1,,False,True
hengshan,"1,2,3,5","1,2,3,5",False,True
mainz,"2,3,5",,False,True
sylhet,"1,2,3,5","1,2,5",False,True
qiaojia,"2,4,5",2,False,True
nanping,"2,3,5","2,3,5",False,True
mullheim,3,,False,True
grafenau,1,1,False,True
tit_ary,"1,4,5",1,False,True
krems,3,3,False,True
chandpur,"1,4,5",1,True,True
pavia,1,1,False,True
bogatye_saby,3,,False,True
hajduszoboszlo,3,,False,True
daya_kathyn,"3,4",,False,True
sletewsi,3,,False,True
mukalombo,"1,3,5",1,False,True
pahang,"1,2,3","1,2",True,True
juque,"3,4,5",,False,True
avignon,"1,3",1,False,True
pokrovskoye,"1,4,5",,False,True
nerekhta,3,,False,True
bidzhan,4,4,False,True
kuozhou,"1,4,5",1,False,True
darbhanga,"1,2,3,5","1,2,3,5",False,True
sao_fidelis,"1,3,5","1,3",False,True
zahuatan,"1,2,4,5","1,2,5",False,True
arangastakh,1,1,False,True
yuanmou,"1,4,5","1,5",False,True
zhenkang,"1,5","1,5",False,True
kasuswapaskau,"1,2,3,5","1,2,3,5",False,True
shoma,3,,False,True
pangu,3,,False,True
lipno,3,,False,True
tsivilsk,4,,False,True
sime,"1,2,3,5","1,2,3",False,True
sanyyakhtakh,"1,4,5",1,False,True
gunaaxoo,3,,True,True
dayao,"1,3",1,False,True
dehua_jiujiang,5,5,False,True
baling,"1,4,5","1,4,5",False,True
pakrac,1,1,False,True
mistanipi,3,,False,True
pandua,"2,3",2,False,True
khoja_idat_kala,3,,False,True
shawanoe,3,,False,True
guwahati,"1,2,3,5","1,2,3,5",False,True
sepauk,4,3,False,True
matman,"1,2,4,5","1,2,4,5",False,True
south_juma,"1,2,3,5","1,2,5",False,True
jianchang_sichuan,"1,3",1,False,True
wujiang_bozhou,"1,2,3,5","1,2,5",False,True
barchkend,"2,3",2,False,True
kikinda,"2,3,5","2,3,5",False,True
changqing,3,,False,True
lussuna,"1,4,5","1,4,5",False,True
pelly_faro,3,,False,True
deloy_ges,"2,4,5","2,4,5",False,True
youdian,"1,3",1,False,True
khukhan,"1,2","1,2",False,True
tulguur,4,4,False,True
yuechi,3,,False,True
mengban_weiyuan,"1,2,3","1,2",False,True
banan,5,,False,True
lokera,"1,3,5",3,False,True
moksobo,"2,4",2,False,True
srey_sarchhor,5,,False,True
dadandang,3,,False,True
taquara,"1,3,5","1,5",False,True
xiangshan_xinhui,5,,True,True
xinhui,"2,5",2,True,True
gujrat,3,,False,True
kara,"3,4",,False,True
kataka,"1,4",,False,True
pakpattan,3,,False,True
derawar,2,2,False,True
dambwe,3,,False,True
wanga_bazar,3,3,False,True
mailsi,3,,False,True
ismail,"4,5",,False,True
korti,3,,False,True
qerri,4,,False,True
bamba,"2,3","2,3",False,True
porto,"1,3",1,True,True
gao,"1,3,5","1,5",False,True
gotheye,3,,False,True
arlal,3,3,False,True
kilmez,"1,3,5",1,False,True
azia,"1,2","1,2",False,True
viviers,3,3,False,True
chinon,"2,3,5","2,3,5",False,True
elgyai,3,3,False,True
jinglong,"2,3,4,5",2,False,True
massabo,3,,True,True
orange,3,3,False,True
kuanda,"1,3",1,False,True
yunnei,3,,False,True
dobyaz,"1,4,5",,False,True
kherigarh,"1,3,5","1,3,5",False,True
opaskwayak,3,3,False,True
quigualtam,"1,5",1,False,True
branicevo,"2,4,5",2,False,True
dambai,"2,3,5","2,3,5",False,True
tyagacho,"1,2,3,5","1,2,5",False,True
gongan,"1,5",1,False,True
tenasserim,"1,3,5","1,3,5",False,True
ksituan,3,,False,True
hanguang,"2,3,5",2,False,True
ust_tsimla,3,,False,True
babana,3,,False,True
ikryanoye,5,,True,True
zenta,3,3,False,True
puge,"1,4,5",1,False,True
palisema,"2,3,5","2,5",False,True
tezpur,"3,5","3,5",False,True
kovin,5,,False,True
nudarcha,"1,2,3,4,5","1,2,4",False,True
rudrapur,"1,3,4","1,3",False,True
chinchaga,"1,2,3,5","1,2,5",False,True
xuanhua_nanning,"1,2,3,5","1,2",False,True
wiesbaden,3,"2,3,5",False,True
kunduz,"1,2,3,4,5","1,2,3,4,5",False,True
taoyuan,3,3,False,True
kinabatangan,"2,3",2,True,True
coiracoentanon,"1,2,3,4,5","1,2,4,5",False,True
tis_reka,"1,5","1,5",False,True
arnhem,4,,False,True
mongyang,"1,2,4,5","1,2,4,5",False,True
tayan,"1,4,5","1,4,5",False,True
jolom_konob,"1,2,3,5","1,2,5",False,True
krasny_yar,"1,5",1,True,True
phnom_santuk,"1,5","1,5",False,True
yenotayevka,5,,False,True
mohacs,4,,False,True
mahakam,3,3,False,True
yunkyur,4,,False,True
zolotonosha,5,,False,True
voghera,"1,3,5","1,3,5",False,True
ostiglia,3,,False,True
romans,2,2,False,True
chabcha,3,,False,True
xiangtan,"2,3,4,5","2,3,5",False,True
nebesek,"1,5","1,5",False,True
vyadhapura,"1,2,5","1,2",False,True
pontianak,"2,3,4","2,3",True,True
liucheng,"2,3,5","2,3,5",False,True
linz,3,,False,True
macha,4,,False,True
coyaima,"1,2,3","1,2",False,True
imangaq,4,,True,True
nichabau,"1,3",1,False,True
shwegu,"1,3,4,5",1,False,True
irakinda,"1,2,3,5","1,2,5",False,True
paxtang,1,1,False,True
tuyen_quang,"2,3,5","2,5",False,True
kampong_sraka_trey,"1,2,3,5","1,2,5",False,True
ardatov,3,,False,True
navidakh,3,,False,True
moana_kassongo,1,1,False,True
mawkmai,"1,2,4,5","1,2,5",False,True
hmawbi,"1,2,5","1,2",False,True
moana_mussumba,4,,False,True
ensisheim,3,,False,True
emuer,3,3,False,True
tanah_putih,"2,3",2,False,True
rastyapino,3,,False,True
lanxi,"2,3,5","2,5",False,True
weithali,"1,2,3,5","1,2,5",False,True
nunu,"1,3,5","1,5",False,True
baak,"1,2,3,4","1,2,3",False,True
seyat,3,,False,True
poligus,"2,3,5",2,False,True
rouen,3,,False,True
kara_shilka,"1,2,3,5","1,2,3,5",False,True
moosonee,3,,True,True
changning_changning,4,,False,True
licheng,3,,False,True
khandyga,"1,2,4,5","1,2,4,5",False,True
saukiog,"2,3","2,3",False,True
peledui,"1,3,4,5","1,4,5",False,True
banlung,3,3,False,True
kolomna,"1,2,3,5","1,2,5",False,True
amersfoort,4,,True,True
caratinga,"1,2,3","1,2",False,True
qianwei,"1,4,5","1,5",False,True
otrar,"1,3,5",1,False,True
watang,3,,False,True
sekkosi,3,,False,True
kiya,"2,4,5","2,4,5",False,True
otnabog,"1,3","1,3",False,True
siimitalik,"2,3","2,3",False,True
tubigarao,3,,False,True
tilsit,3,3,False,True
kyr_uzkand,"1,3","1,3",False,True
pengshan,"1,3",1,False,True
salaspils,3,,True,True
wakmua_oin,3,,False,True
hatchie,"1,5","1,5",False,True
gaoyuan_jinan,3,,False,True
moona_mpanda,3,3,False,True
germersheim,3,3,False,True
tuol_ta_mouk,"1,2,3","1,2",False,True
sillanwali,3,,False,True
sena,"1,4,5","1,4,5",False,True
palampet,"3,4,5",3,False,True
naserpur,4,,False,True
sonepur,"1,2,3,4,5","1,2,5",False,True
kapurthala,"2,3,5","2,3",False,True
khurda,1,,False,True
dajal,4,,False,True
fatehabad,3,3,False,True
tungi,4,,True,True
chedzurgwe,"1,3,5",1,False,True
oreshek,"3,4","3,4",False,True
tada,"1,3,5","1,3,5",False,True
gambo,"1,3,5","1,5",False,True
omdurman,"3,4,5",,False,True
fashoda,"3,4,5",,False,True
gimbi,"2,3,5","2,5",False,True
dargol,3,,False,True
goudel,3,,False,True
thuy_vi,"1,3","1,3",False,True
qayyarah,3,3,False,True
lukenie,"2,3",2,False,True
kongsvinger,"2,3",2,False,True
tboung_khmum,"1,2,5","1,2",False,True
zhanggu,3,3,False,True
zhengcheng,"1,3,5",1,False,True
kunjabangarh,4,,False,True
banjar,"2,4,5","2,4",True,True
yinshan,3,,False,True
strasbourg,"3,5",5,False,True
langqu,3,,False,True
manmaw,"1,2,4,5","1,2,5",False,True
shuitejiang,3,3,False,True
talang_mamak,"1,3,5",1,False,True
binchuan,"1,3,5",1,False,True
solt,4,,False,True
changshou_changshou,"1,5","1,5",False,True
doboj,"1,3",1,False,True
gaoyao,"1,4,5","1,4",False,True
nochpeem,1,1,False,True
sarahan,3,,False,True
huangmei,5,5,False,True
basel,3,,False,True
shakhty,"2,3",2,False,True
musi_hilir,"1,4",1,True,True
yuanling,"2,3,5","2,3,5",False,True
miskolc,"1,2,3,5","1,2,5",False,True
lengshuitan,"2,3,5","2,5",False,True
burg,3,,False,True
sagaing,"2,4,5","2,5",False,True
comacchio,3,,True,True
tangdan,"2,4,5",2,False,True
tombigbee,3,,False,True
uschu,"1,5","1,5",False,True
hachberg,3,,False,True
hanyang,"1,3,5","1,5",False,True
farkhor,"1,2,3,5","1,2,5",False,True
scharding,3,,False,True
mushikitee,"2,3,5","2,5",False,True
north_juma,"2,3,4,5","2,3",False,True
linxiang,5,,False,True
khoro,"1,3",1,False,True
chornobyl,"2,3,5",2,False,True
zhangqiu,3,,False,True
menahkwesk,"1,3,5","1,3",True,True
wittenberge,3,,False,True
bishan,"4,5",,False,True
zhiziluo,3,,False,True
niobrara,3,,False,True
ingapu,"1,2,5","1,2",False,True
shtax_heen,3,,True,True
vakhs,3,3,False,True
south_letota,"1,2,3,5","2,5",False,True
tutilpinco,3,3,False,True
meductic,3,3,False,True
opimika,"1,3,5","1,3",False,True
quinnipiac,3,,True,True
prayag,"3,4,5",,False,True
kitete,"2,3",2,False,True
bohai,"1,3",,False,True
maubin,5,,True,True
gomsi,"1,2,4,5","1,2,5",False,True
daye,5,,False,True
gengma,3,,False,True
toulnustouc,"1,2,3,5","1,2,3,5",False,True
prasat_thong_lang,"1,3","1,5",False,True
malbork,3,3,False,True
bada,"1,2","1,2",False,True
jaggas,"1,2","1,2",False,True
lubile,3,,False,True
siyom,"1,2,3,5","1,2,3",False,True
bol_shaya_martynovka,3,,False,True
lom,"1,4,5","1,5",False,True
butalin,4,,False,True
kippawa,1,1,False,True
amazar,3,,False,True
koostaaka,3,,False,True
zhenxi_lizhou,"1,3,5","1,3,5",False,True
lebus,"1,2,3,5","1,2,3,5",False,True
atishchevo,1,"1,4,5",False,True
khampa,"1,3",1,False,True
amonokoa,"3,5",,False,True
voskresenskoye,"2,4",2,False,True
cruz_alta,"1,2,4,5","1,2,4,5",False,True
miketo,1,,False,True
bihariganj,4,4,False,True
qianjiang,3,,False,True
aaboukingon,"1,2,4,5","1,2,4,5",False,True
chatanugi,"2,3,5","2,3,5",False,True
huaining,"1,5","1,5",False,True
yunlong,3,,False,True
tauramena,"1,2,3,4,5","1,2,3,4,5",False,True
kreuznach,3,,False,True
hehe,3,,False,True
petaigan,"2,3","2,3",False,True
kutai_lama,4,,True,True
selenge,"1,3,5","1,3,5",False,True
otatitlan,3,,False,True
kasekete,"1,3,4,5","1,5",False,True
kot_addu,"3,4",,False,True
chiramba,4,4,False,True
matope,3,,False,True
mukariva,"3,5",,False,True
jhang,3,,False,True
milange,3,,False,True
kohtali,"2,3",2,False,True
athmallik,4,,False,True
bumbuzi,3,,False,True
mutota,4,,False,True
kalpi,"2,3","2,3",False,True
cuama,4,,True,True
attock,"3,4",,False,True
kpalime,3,,False,True
nnewi,"1,4",1,False,True
shemkhiya,4,,False,True
soba,3,,False,True
wau,"1,2,3,5","1,2,3,5",False,True
katsina_ala,"1,3,4,5",1,False,True
fifinda,"1,2,3","1,2",True,True
goundam,3,,False,True
kaba,"1,2,3,5","1,2,3,5",False,True
libore,3,,False,True
say,"1,3",1,False,True
yola,"1,2,3,5","1,2,3,5",False,True
yongping_yongchang,3,,False,True
calpista,"1,3,5","1,3,5",False,True
muxima_ayo,"1,3",1,False,True
jiangan,4,,False,True
mayen,"2,3,4",2,False,True
kolymskoie,"1,3",1,False,True
samarchyk,"1,5",1,False,True
sumgut_vosh,5,,False,True
dingyuan_lingzhou,3,,False,True
winsen,3,,False,True
baja_hungary,4,,False,True
brahin,3,,False,True
khaspur,"2,3,5","2,3,5",False,True
vyatskiye_polyany,3,,False,True
nanchong,3,,False,True
kale,"1,2,3,4,5","1,2,3,5",False,True
chepoussa,"1,4,5","1,4,5",False,True
moingwena,"1,2,4,5","1,2,5",False,True
taihe_taihe,"1,3",1,False,True
itabira,"1,2,3,5","1,2,5",False,True
waingmaw,"1,3,4,5","1,4",False,True
leibo,4,4,False,True
huayin,"2,3,5","2,3,5",False,True
luzhang,3,,False,True
muang_thaeng,"2,3",2,False,True
belgrad,"3,4",,False,True
cameroons,"1,3",1,True,True
dubica,"1,2,5","1,2,5",False,True
zalon_taung,"1,3,4,5","1,3,5",False,True
bapunu,"1,2,3","1,2",True,True
naungyo,"1,5",1,False,True
enhe_hada,"2,3,5","2,5",False,True
huacrachuco,"1,3",1,False,True
bailundo,"1,2,3,5","1,2,3,5",False,True
mukdahan,4,,False,True
nanxi,4,,False,True
balakovo,"1,5","1,5",False,True
dzingcho,3,,False,True
vieng_phouka,4,4,False,True
tinjar,"1,2,5","1,2",False,True
chibwe,"1,3",1,False,True
gorokhovets,"2,3,5","2,5",False,True
cuango,"1,3",1,False,True
salcha,"2,3","2,3",False,True
mong_yai,"1,4",1,False,True
luchuan_mangshi,"1,2,3,5","1,2,3,5",False,True
tindirma,"1,2,3,5","1,2,5",False,True
niah,"1,3",1,True,True
kyakhta,"1,2,3,5","1,2,5",False,True
golo_muiassa,"1,2,3,5","1,2,3",False,True
pachan,"2,3,5","2,3",False,True
wabasca,"1,3,4,5","1,4,5",False,True
piantouguan,3,,False,True
molodo,"1,5",1,False,True
batchingou,"1,2,3,5","1,2,5",False,True
ilucan,"1,3",1,False,True
tynda,1,1,False,True
namieta,"1,3",1,False,True
nizhny_novgorod,"3,4,5",,False,True
ashaninka,"1,2,3,5","1,2,3,5",False,True
keta,3,,True,True
horoshino,"1,5",1,False,True
ouaka,"1,2,4,5","1,2,5",False,True
waawiiyaataanong,5,,True,True
baram,"1,2,3,5","1,2,5",False,True
skitsetsen,"2,3,5",2,False,True
kanna,4,,False,True
lahei,"1,2,3,5","1,2",False,True
otun,"1,3",1,False,True
eldikan,"2,4,5","2,5",False,True
laskarpur,"1,4",1,False,True
doh_kromum,"1,2,3","1,2,3",False,True
ngoc_ma,"1,2,4,5","1,2,5",False,True
tiou,"1,2,3,5","1,2,5",False,True
chena,3,,False,True
cuttaway,"1,3",1,False,True
fort_simpson,4,,False,True
kibi,"1,3,5","1,5",False,True
muskingum,"2,3,5",2,False,True
apucarana,"1,2,3,5","1,2,5",False,True
tournon,"2,3,5","2,3,5",False,True
mengtong,"1,3",1,False,True
naguatex,"1,2,3,5","1,2",False,True
guiyang_hengyang,3,,False,True
terbyas,3,,False,True
zhaushikumtobe,3,,False,True
gonjo,3,3,False,True
lijin,"1,3",1,True,True
baurang,3,3,False,True
wushan,"1,5","1,5",False,True
nahanni,"3,5",3,False,True
youyang,"1,3,5",1,False,True
tata,"2,4,5",2,False,True
andawaohie,"1,5","1,5",False,True
pocasse,"1,3",,False,True
utsutigway,3,,False,True
pinoh,"1,2,3,5","1,2,5",False,True
okobojo,3,,False,True
sochaczew,3,,False,True
guarinoes,3,,False,True
balagachchy,3,,False,True
xojeli,3,,False,True
cernavoda,4,,False,True
rechnoye,"1,5",1,False,True
mussende,"2,3,5","2,3,5",False,True
shuntaneshnanga,3,,False,True
ollo,3,,False,True
pawir,"1,4,5","1,4,5",False,True
chupanga,4,,False,True
bargarh,3,,False,True
masulipatnam,"1,4",1,True,True
bunji,"1,3,5","1,5",False,True
mopeia,1,1,False,True
kahlur,3,,False,True
uch,"3,4,5",,False,True
kandiaro,4,,False,True
karor_2,4,,False,True
tete,"2,4,5",,False,True
hajner,3,,False,True
chiniot,3,,False,True
bhadrachalam,"2,3,4","2,3",False,True
mano,"1,2,3,5","1,2,5",True,True
qasr_ibrim,4,,False,True
abu_hamed,4,,False,True
arbaji,3,,False,True
gondokoro,"1,4",1,False,True
bi_pi,"2,3,5","2,3,5",False,True
kabara,3,3,False,True
logone_birni,"1,2,3,5","1,2,5",False,True
nyamina,3,,False,True
xiacai,3,,False,True
baotong,3,,False,True
lungkya,"1,2,3","1,2,3",False,True
moss,3,,True,True
visesav,4,,False,True
tutrakan,"1,4,5","1,5",False,True
sesheke,"1,2,5","1,2,5",False,True
salair,3,3,False,True
qlispe,3,,False,True
jangipur,"1,5",1,False,True
eseejja,"1,2,3,5","1,2",False,True
siegburg,"3,4",4,False,True
dongping,3,3,False,True
morrinhos,"1,2,3,5","1,2,3,5",False,True
churumekua,"1,3,5","1,5",False,True
bykovo,5,,False,True
paru,"3,5",,True,True
arkhara,"1,4,5","1,5",False,True
bolo,"1,2,3,5","1,2,3,5",False,True
nanhai,"1,3,5","1,3",False,True
zakroczym,"1,2,3,5","1,2,5",False,True
thien_truong,"2,4",2,True,True
manigotagan,3,,False,True
chandrabad,"1,2,5","1,2",False,True
marmande,2,2,False,True
balyktykol,3,,False,True
burayevo,3,,False,True
cegani,"1,2,4","1,2",False,True
fehervar,4,,False,True
charquis,"3,4,5",,False,True
mala,3,3,False,True
osterburg,"1,3,5","1,3,5",False,True
gichthanne,"1,2,4","1,2",False,True
thang_long,"1,3,4",1,False,True
huanggang,"1,5","1,5",False,True
ficarolo,"2,3",2,False,True
bilgram,"3,5",5,False,True
velyka_oleksandrivka,3,,False,True
kleve,4,4,False,True
kipahigan,"1,2,3,5","1,2,5",False,True
kerki,"1,3,4",,False,True
gunnaur,3,,False,True
rotterdam,4,,True,True
bacs,4,,False,True
flix,"2,3",2,False,True
rohat_kermen,3,,False,True
sayniabuli,4,,False,True
mangazeya,1,1,False,True
jhanjharpur,"1,3,5","1,3,5",False,True
radom,3,,False,True
kelif,1,,False,True
shizhu,5,,False,True
monghsu,"1,2,4","1,2",False,True
kaifeng,3,,False,True
suzhou,"1,3",1,False,True
piletisipuk,"2,3",2,True,True
rongshan,"1,3",1,False,True
kaonde,3,,False,True
champasak,"1,2,3,5","1,2,5",False,True
matarjawira,"1,3",,False,True
timbuktu,,3,False,True
ciechanow,3,,False,True
chiang_khong,"1,4,5",1,False,True
linxian,3,,False,True
chalkyitsik,4,,False,True
baden,3,,False,True
kiwigapawa,"1,2",2,False,True
yarensk,"2,3",2,False,True
mackenzie,5,,False,True
bankutu,"1,4,5",1,False,True
tirkong,"1,2,4,5","1,2,4,5",False,True
lahontan,"2,3,5","2,5",False,True
harsova,4,,False,True
trogstad,3,,False,True
erachimo,"1,4,5","1,4,5",False,True
nemptu,"1,2,3,5","1,2,3,5",False,True
mamadysh,"3,4",,False,True
longyou_jiading,"2,3,4,5","2,5",False,True
mongmit,"1,3",1,False,True
biswan,"3,4",3,False,True
sabac,"2,3",2,False,True
buchu,"1,2,3,5","1,2,3,5",False,True
titel,3,3,False,True
katibas,"1,2,4,5","1,2,4,5",False,True
akilonda,"1,3",3,False,True
dhubri,"1,2,3,5","1,2,3,5",False,True
braila,"1,2,4,5","1,2,5",False,True
ranibas,"3,5","3,5",False,True
sernur,3,,False,True
lucheng,3,,False,True
rajnagar,"1,2,3,5","1,2,5",False,True
khuzhupai,2,2,False,True
isaccea,"4,5",,False,True
chipisipi,"1,3,5","1,3,5",False,True
manatara,"1,3",,False,True
thu_vat,2,2,False,True
xuanhua,4,,False,True
xunhe,4,,False,True
durgyeling,"1,3",1,False,True
mpueto,3,3,False,True
thaungdut,4,,False,True
htigyaing,"1,2,4,5","1,2,4,5",False,True
hucha_hudan,"2,3,5","2,5",False,True
sao_jose_preto,1,1,False,True
seymchan,3,3,False,True
nuoluo,"1,3,5",1,False,True
huaihua,"1,2,3","1,2",False,True
kakisa,4,4,False,True
unjegah,3,3,False,True
atiya,"1,5",1,False,True
missicabi,"2,3",2,True,True
arkhan,"2,3","2,3",False,True
machang,3,,False,True
malykovka,5,,False,True
chalin,"1,3,5","1,5",False,True
freienwalde,3,,False,True
jujin,3,,False,True
bongor,"1,2,3,5","1,2,3,5",False,True
arauca,"1,2,3,4,5","1,2,4,5",False,True
kuripan,"3,4",,False,True
chaudandi,3,3,False,True
phnom_penh,"1,3,5",1,False,True
yongshan,4,,False,True
tczew,3,,False,True
ilan_hala,"1,2,3,5","1,2,3,5",False,True
luchow,3,,False,True
pavlovo,3,,False,True
muse,"3,4",,False,True
grant_creek,4,,False,True
sampheak_borak,"1,5","1,5",False,True
tensas,"1,2,3,5","1,5",False,True
mayya,1,1,False,True
kaskinampo,"1,3,4,5","1,5",False,True
danubyu,"1,5",1,False,True
pasho,"1,3,5","1,3",False,True
krivoshchekovo,3,3,False,True
nyangu,3,3,False,True
makanpur,3,,False,True
barasuru,"2,3,4,5",2,False,True
omerkot,4,,False,True
muhammad_tur,4,,True,True
karur_punjab,3,,False,True
sargadwari,3,,False,True
zumbo,3,,False,True
arrah,"3,4",3,False,True
kwararafa,"1,2,5","1,2,5",False,True
nounkonkan,"1,2,3,5","1,2,5",False,True
ugbo,"1,2,3,5","1,2",False,True
kosa,3,,False,True
kaka,3,,False,True
daw_sud,4,,False,True
atbara,"1,2,5","1,2,4,5",False,True
branko,3,,False,True
dia,"2,3",2,False,True
doba,"1,2,3,5","1,2,5",False,True
goundi,"1,2,3","1,2",False,True
basti,"1,4",1,False,True
lolo,"1,2,3","1,2",False,True
ozanna,"1,2,3,5","1,2,3,5",False,True
wujiang_yingtian,"1,5","1,5",False,True
zimnicea,5,,False,True
guichi,"1,5","1,5",False,True
xiaoshan,"1,2,3,5","1,2",True,True
woking,1,1,False,True
riga,"1,3",1,True,True
kraho,"1,4",1,False,True
hum,"2,3,5","2,5",False,True
uele_ca,"1,2,3,5","1,2,5",False,True
gigen,"1,2,4,5","1,2,5",False,True
barnaul,3,,False,True
moira,"1,3",1,False,True
siriono,"1,2,3,5","1,2,5",False,True
lower_aktanyshbash,3,,False,True
selpils,"2,3",2,False,True
ferrette,3,,False,True
cabinda_kongo,5,,True,True
guizhou_xunzhou,3,,False,True
meshchersk,3,,False,True
raznezhye,"2,4,5","2,5",False,True
bungu_kongo,5,,False,True
yumba,3,,False,True
malinithan,"1,5","1,5",False,True
mattawana,"1,2,3,5","1,2,3,5",False,True
martaban,"3,4",3,True,True
korenevo,3,,False,True
hedong,3,,False,True
angermunde,3,,False,True
starodub_votsky,3,,False,True
boowe,"1,2,3,4,5","1,2,3,5",False,True
tinnaya,"2,4",2,False,True
jiangjin,"1,2,5","1,2,5",False,True
yanchang,3,,False,True
nam_xuang,"1,3,4,5","1,4,5",False,True
dibang,"1,2,3,5","1,2,3,5",False,True
voznesenskoye,5,5,False,True
ruicheng,3,,False,True
guiratinga,"1,2,3,5","1,2,3,5",False,True
kwerba,4,,True,True
futian,"3,5",,False,True
mengjin,3,3,False,True
tywhapita,"1,4,5","1,4,5",False,True
nipissu,"1,3,5","1,3,5",False,True
kwilu,"2,3,5","2,5",True,True
