location,state,pixels,region,near_location,mean_discharge_m3_s,low_discharge_m3_s,gradient_m_per_km,evidence,x,y
pp_nav_00021,navigable,85,east_siberia_region,abyy,912.958,118.776,0.21161223263062423,physical_screen,14277.020833333334,557.8125
pp_nav_00022,improvable,85,east_siberia_region,syagannaax,896.267,108.732,0.6822009432838809,physical_screen,14227.791666666666,571.9583333333334
pp_nav_00023,navigable,66,east_siberia_region,abyy,892.916,111.252,0.3462626995790471,physical_screen,14262.944444444445,570.9444444444445
pp_nav_00024,improvable,56,east_siberia_region,syagannaax,890.481,106.742,0.41723480224609377,physical_screen,14198.0,581.0
pp_nav_00025,navigable,82,west_siberia_region,khantayskoye,18720.378,5218.8235,0.0,physical_screen,11627.854166666666,589.8125
pp_nav_00026,navigable,78,east_siberia_region,kal_gatana,2140.336,1257.438,0.3373218346569956,physical_screen,14685.020833333334,598.8958333333334
pp_nav_00027,navigable,85,west_siberia_region,khantayskoye,17720.646500000003,4898.552,0.006963890790939331,physical_screen,11635.291666666666,625.2916666666666
pp_nav_00028,navigable,44,east_siberia_region,nalimsk,2131.466,1250.097,0.0,physical_screen,14671.04,613.04
pp_nav_00029,navigable,34,west_siberia_region,messoyakha,1343.005,1042.645,0.0,physical_screen,11339.6,616.2
pp_nav_00030,navigable,76,east_siberia_region,nalimsk,2018.937,1158.968,0.1748150598593327,physical_screen,14648.979166666666,628.4791666666666
pp_nav_00031,navigable,37,ural_region,pustozersk,4524.745,1063.324,0.22654850356787254,physical_screen,10075.772727272728,644.7272727272727
pp_nav_00032,navigable,78,west_siberia_region,pur,877.762,760.345,0.015363556057249228,physical_screen,11238.8125,653.4375
pp_nav_00033,navigable,73,east_siberia_region,xatingnaax,2013.981,1156.209,0.0,physical_screen,14628.3125,654.6041666666666
pp_nav_00034,navigable,67,west_siberia_region,ob,13746.619,7571.273,0.0,physical_screen,10862.513513513513,645.0540540540541
pp_nav_00035,improvable,81,east_siberia_region,kulun_olbut,838.867,91.78399999999999,0.5676011803053085,physical_screen,14199.25,660.25
pp_nav_00036,navigable,79,west_siberia_region,khantayskoye,17662.216,4868.548000000001,0.015091949701309204,physical_screen,11625.6875,655.8541666666666
pp_nav_00037,navigable,76,west_siberia_region,ob,13494.387,7424.143,0.10953307151794434,physical_screen,10804.291666666666,660.7916666666666
pp_nav_00038,navigable,42,west_siberia_region,khantayskoye,1164.749,155.393,0.3013143539428711,physical_screen,11696.076923076924,655.5769230769231
pp_nav_00039,navigable,88,ural_region,pustozersk,4258.029,1001.845,0.15843338976327107,physical_screen,10079.479166666666,676.8541666666666
pp_nav_00040,navigable,81,east_siberia_region,kystatyam,14812.725,1584.951,0.003937149047851562,physical_screen,13321.604166666666,670.8958333333334
pp_nav_00041,navigable,80,west_siberia_region,shchuchya,13367.046,7376.157,0.07063552141189575,physical_screen,10745.729166666666,660.6458333333334
pp_nav_00042,navigable,83,west_siberia_region,khantayskoye,17554.516,4814.914,0.09366125150530133,physical_screen,11643.372549019608,663.6274509803922
pp_nav_00043,navigable,64,west_siberia_region,shchuchya,13057.292,7206.76,0.0,physical_screen,10709.4375,676.3541666666666
pp_nav_00044,navigable,79,west_siberia_region,khantayskoye,1260.811,166.414,0.13290443420410156,physical_screen,11673.0625,667.6458333333334
pp_nav_00045,navigable,44,east_siberia_region,sededema,1980.974,1148.559,0.0,physical_screen,14607.75,671.25
pp_nav_00046,improvable,77,scandinavian_region,kittila,531.411,157.998,1.0306729473167209,physical_screen,8850.229166666666,680.3958333333334
pp_nav_00047,navigable,78,west_siberia_region,pur,802.5325,700.4565,0.052044865426503634,physical_screen,11245.6875,684.9791666666666
pp_nav_00048,navigable,77,west_siberia_region,khantayskoye,16258.31,4542.245,0.02455110549926758,physical_screen,11667.770833333334,684.6875
pp_nav_00049,improvable,37,west_siberia_region,shchuchya,12909.189,7161.102,0.4969569387635468,physical_screen,10693.91304347826,692.2608695652174
pp_nav_00050,navigable,97,east_siberia_region,bakhanay,14747.088,1551.293,0.11540911358340486,physical_screen,13338.35593220339,706.7966101694915
pp_nav_00051,improvable,40,alaska_region,chalkyitsik,2486.91,566.2375,0.68626579237501,physical_screen,1109.375,700.125
pp_nav_00052,navigable,77,scandinavian_region,rovaniemi,556.636,168.63,0.13314221607786578,physical_screen,8827.083333333334,703.5833333333334
pp_nav_00053,navigable,82,west_siberia_region,khantayskoye,16023.229,4206.642,0.161192302448782,physical_screen,11678.5,704.3333333333334
pp_nav_00054,navigable,44,ural_region,pustozersk,4222.341,989.313,0.026164700754447674,physical_screen,10077.142857142857,710.6428571428571
pp_nav_00055,navigable,77,west_siberia_region,shuryshkar,11478.9155,6716.746499999999,0.0,physical_screen,10688.5,715.5833333333334
pp_nav_00056,navigable,72,west_siberia_region,pur,683.166,589.553,0.027264976501464845,physical_screen,11253.229166666666,716.8333333333334
pp_nav_00057,navigable,83,alaska_region,good_hope,8729.786,5374.755,0.13900201025051315,physical_screen,1817.4166666666667,722.0833333333334
pp_nav_00058,navigable,80,west_siberia_region,shuryshkar,1395.535,421.172,0.2179268651419769,physical_screen,10666.617021276596,719.6170212765958
pp_nav_00059,navigable,35,east_siberia_region,tala_kyuyel,1875.67,1055.53,0.1575137676666332,physical_screen,14555.136363636364,714.0
pp_nav_00060,navigable,73,west_siberia_region,turukhansk,16033.083,4160.035,0.0,physical_screen,11693.020833333334,725.1875
pp_nav_00061,improvable,41,scandinavian_region,rovaniemi,564.972,171.18,0.7491046905517578,physical_screen,8810.538461538461,724.0384615384615
pp_nav_00062,improvable,79,west_siberia_region,erachimo,3996.921,506.403,0.9104097366333008,physical_screen,11728.479166666666,719.6875
pp_nav_00063,navigable,56,west_siberia_region,erachimo,3825.612,491.572,0.12373123168945313,physical_screen,11757.486486486487,728.5135135135135
pp_nav_00064,improvable,48,scandinavian_region,branna,501.918,204.024,0.4487821363663549,physical_screen,8672.535714285714,727.9642857142857
pp_nav_00065,navigable,78,east_siberia_region,ziryanka,1565.443,946.432,0.22779857710604828,physical_screen,14567.041666666666,739.4583333333334
pp_nav_00066,navigable,53,russian_region,okladnikova_sloboda,832.509,334.921,0.0,physical_screen,9707.53125,737.96875
pp_nav_00067,navigable,39,west_siberia_region,pravaya_khetta,528.145,481.802,0.058411693572998045,physical_screen,10991.375,736.375
pp_nav_00068,improvable,35,west_siberia_region,erachimo,4087.974,509.924,1.7313465118408202,physical_screen,11706.0,728.5263157894736
pp_nav_00069,navigable,38,west_siberia_region,shuryshkar,11441.03,6693.491,0.0,physical_screen,10681.192307692309,742.6923076923077
pp_nav_00070,navigable,76,west_siberia_region,pur,608.111,521.224,0.02295999526977539,physical_screen,11246.729166666666,749.3125
pp_nav_00071,navigable,84,west_siberia_region,turukhansk,11683.325,3618.4915,0.015219914407401863,physical_screen,11696.354166666666,756.8958333333334
pp_nav_00072,navigable,41,alaska_region,good_hope,8595.987,5344.188,0.31454446259663305,physical_screen,1832.125,743.375
pp_nav_00073,navigable,83,alaska_region,rampart,3257.87,881.5605,0.15558929443359376,physical_screen,843.3958333333334,752.8958333333334
pp_nav_00074,navigable,83,alaska_region,circle,2487.454,580.471,0.15116985124804722,physical_screen,1148.1041666666667,757.3958333333334
pp_nav_00075,improvable,72,east_siberia_region,ziryanka,1560.843,925.204,0.3915841048686405,physical_screen,14584.93023255814,765.9069767441861
pp_nav_00076,navigable,82,west_siberia_region,voikar,1190.256,355.084,0.027626609802246092,physical_screen,10639.127659574468,773.4042553191489
pp_nav_00077,navigable,70,ural_region,ust_tsilma,3850.786,864.495,0.0,physical_screen,10073.74358974359,763.9230769230769
pp_nav_00078,improvable,78,alaska_region,allakaket,3267.155,886.335,1.39954833984375,physical_screen,811.2916666666666,768.7916666666666
pp_nav_00079,navigable,36,ural_region,pechora,1102.65,219.948,0.1851125413283178,physical_screen,10288.473684210527,770.4736842105264
pp_nav_00080,improvable,32,alaska_region,circle,2482.793,587.505,0.36434170963254925,physical_screen,1170.6470588235295,767.3529411764706
pp_nav_00081,navigable,72,west_siberia_region,voikar,11396.236,6628.772,0.046774435043334964,physical_screen,10664.104166666666,783.3125
pp_nav_00082,navigable,88,alaska_region,tanana,3270.813,886.885,0.0,physical_screen,777.3333333333334,781.5833333333334
pp_nav_00083,navigable,74,west_siberia_region,turukhansk,11513.676,3544.418,0.013492843122927017,physical_screen,11689.25,797.3958333333334
pp_nav_00084,navigable,84,alaska_region,grant_creek,4262.576999999999,1232.66,0.0,physical_screen,722.8541666666666,783.8125
pp_nav_00085,navigable,94,ural_region,pechora,1094.345,217.597,0.11635354469298184,physical_screen,10299.592592592593,794.2407407407408
pp_nav_00086,barrier,33,alaska_region,grant_creek,4242.7654999999995,1223.81,2.2953033447265625,physical_screen,748.4,785.7
pp_nav_00087,navigable,96,alaska_region,birches,4273.575,1237.42,0.0,physical_screen,684.1578947368421,792.3333333333334
pp_nav_00088,navigable,44,east_siberia_region,keelivtyn,1333.817,266.945,0.07341371246943623,physical_screen,15597.461538461539,793.4230769230769
pp_nav_00089,navigable,80,west_siberia_region,voikar,987.671,298.751,0.20752577475633477,physical_screen,10652.875,804.0416666666666
pp_nav_00090,navigable,38,alaska_region,koyukuk,753.67,396.763,0.0,physical_screen,516.7727272727273,798.2727272727273
pp_nav_00091,improvable,111,alaska_region,mahony,839.648,611.066,1.5883909358280413,physical_screen,2018.2131147540983,796.4098360655738
pp_nav_00092,navigable,79,alaska_region,rampart,937.021,323.071,0.0,physical_screen,827.875,801.375
pp_nav_00093,improvable,46,alaska_region,mahony,849.7,614.295,0.9346149032173297,physical_screen,1982.962962962963,798.9629629629629
pp_nav_00094,navigable,34,west_siberia_region,voikar,11381.289,6580.418,0.1302844911657159,physical_screen,10674.15,798.25
pp_nav_00095,barrier,49,alaska_region,birches,4278.887,1236.973,5.824032592773437,physical_screen,650.9666666666667,803.2
pp_nav_00096,navigable,82,alaska_region,mahony,7670.7495,4644.094999999999,0.06899806353026519,physical_screen,1992.8333333333333,815.5833333333334
pp_nav_00097,navigable,83,east_siberia_region,glukharinyi,1457.404,863.373,0.0284942626953125,physical_screen,14643.875,814.625
pp_nav_00098,navigable,83,alaska_region,koyukuk,4497.489,1369.364,0.14454193115234376,physical_screen,526.265306122449,814.8979591836735
pp_nav_00099,navigable,36,alaska_region,chena,608.671,148.877,0.0,physical_screen,945.1818181818181,819.6818181818181
pp_nav_00100,improvable,45,alaska_region,chena,578.194,129.001,0.922463695671676,physical_screen,976.0769230769231,818.4230769230769
pp_nav_00101,navigable,78,west_siberia_region,inbatskoye,11766.214,3505.724,0.24687894993236995,physical_screen,11677.3125,832.1041666666666
pp_nav_00102,navigable,77,west_siberia_region,zazhimchar,974.838,294.717,0.05355386734008789,physical_screen,10663.833333333334,833.8333333333334
pp_nav_00103,improvable,41,east_siberia_region,glukharinyi,1447.756,850.649,0.44930267333984375,physical_screen,14668.521739130434,825.4782608695652
pp_nav_00104,navigable,46,alaska_region,tulita,7664.013,4642.239,0.0,physical_screen,2003.7142857142858,837.7857142857143
pp_nav_00105,improvable,101,alaska_region,salcha,535.986,126.248,1.8593726891375275,physical_screen,1007.4561403508771,853.0877192982456
pp_nav_00106,navigable,76,ural_region,pechora,994.8715,197.9225,0.08120704354230067,physical_screen,10313.625,858.375
pp_nav_00107,navigable,80,alaska_region,blackwater,7245.137,4595.815,0.3313069021008936,physical_screen,2018.4166666666667,859.5
pp_nav_00108,navigable,80,west_siberia_region,zazhimchar,952.236,286.099,0.0,physical_screen,10668.42,864.36
pp_nav_00109,navigable,47,russian_region,arkhangelsk,3244.888,989.623,0.0,physical_screen,9565.76923076923,852.8846153846154
pp_nav_00110,navigable,35,west_siberia_region,inbatskoye,11784.664,3450.657,0.021845985094333154,physical_screen,11676.15,859.65
pp_nav_00111,navigable,63,west_siberia_region,turu,1692.161,185.648,0.0,physical_screen,12242.891891891892,865.8918918918919
pp_nav_00112,navigable,63,west_siberia_region,beryozovo,11128.419,6485.541,0.0,physical_screen,10693.897435897436,878.4358974358975
pp_nav_00113,navigable,77,russian_region,ust_pinega,2766.603,836.435,0.0,physical_screen,9589.645833333334,879.9375
pp_nav_00114,improvable,72,alaska_region,kaltag,5681.106,1951.141,0.467567746917087,physical_screen,453.875,881.375
pp_nav_00115,navigable,83,ural_region,vukyl,806.249,184.54,0.11729218309204224,physical_screen,10309.354166666666,880.6458333333334
pp_nav_00116,navigable,76,west_siberia_region,inbatskoye,11698.937,3367.688,0.13787203276204857,physical_screen,11673.5625,888.3125
pp_nav_00117,navigable,78,east_siberia_region,ulakhan_kyuyol,1678.631,227.896,0.10726901835698625,physical_screen,13420.282608695652,883.7826086956521
pp_nav_00118,improvable,102,alaska_region,blackwater,7195.397,4573.477,1.1528836265292988,physical_screen,2038.1746031746031,891.3333333333334
pp_nav_00119,navigable,57,alaska_region,upper_yukon,2254.839,551.841,0.0,physical_screen,1329.1666666666667,890.9444444444445
pp_nav_00120,navigable,80,east_siberia_region,balagachchy,1644.2065,205.36849999999998,0.10466156005859376,physical_screen,13294.479166666666,886.3958333333334
pp_nav_00121,navigable,78,russian_region,village_onega,512.388,260.753,0.0,physical_screen,9434.166666666666,894.375
pp_nav_00122,navigable,49,east_siberia_region,balagachchy,1637.027,201.271,0.0,physical_screen,13266.0,889.7777777777778
pp_nav_00123,navigable,78,ural_region,vukyl,657.784,147.317,0.01010200226141576,physical_screen,10282.083333333334,895.0416666666666
pp_nav_00124,navigable,74,alaska_region,kaltag,5702.0,1981.566,0.28677902221679685,physical_screen,433.5416666666667,909.0416666666666
pp_nav_00125,navigable,80,west_siberia_region,beryozovo,10702.258,6225.067,0.0,physical_screen,10685.354166666666,908.1875
pp_nav_00126,navigable,75,russian_region,kholmogory,2745.372,821.497,0.22501719647688187,physical_screen,9583.75,906.3333333333334
pp_nav_00127,navigable,82,east_siberia_region,terbyas,1458.213,158.016,0.0,physical_screen,13202.270833333334,902.3958333333334
pp_nav_00128,navigable,36,west_siberia_region,inbatskoye,11633.438,3291.025,0.021586830572404004,physical_screen,11666.0,911.7142857142857
pp_nav_00129,navigable,79,russian_region,nyonoksa,523.391,267.981,0.0,physical_screen,9459.1875,909.5208333333334
pp_nav_00130,improvable,74,ural_region,vukyl,591.036,131.121,0.3595489612733032,physical_screen,10263.645833333334,919.2708333333334
pp_nav_00131,navigable,62,alaska_region,bonanza,2228.948,550.955,0.0,physical_screen,1329.081081081081,920.1351351351351
pp_nav_00132,navigable,85,east_siberia_region,khoro,1437.246,144.106,0.17598364514907025,physical_screen,13174.270833333334,918.1458333333334
pp_nav_00133,navigable,78,russian_region,siya,2579.634,751.583,0.15836668014526367,physical_screen,9600.020833333334,932.2708333333334
pp_nav_00134,navigable,86,east_siberia_region,byuteydyakh,1377.842,131.281,0.1862218182571929,physical_screen,13143.166666666666,918.25
pp_nav_00135,navigable,75,east_siberia_region,batamay,7313.997,855.525,0.04692230224609375,physical_screen,13583.979166666666,925.6666666666666
pp_nav_00136,navigable,75,west_siberia_region,sumgut_vosh,10674.784,6193.141,0.0,physical_screen,10670.625,931.5833333333334
pp_nav_00137,navigable,34,east_siberia_region,ynakhsyt,928.398,88.409,0.0,physical_screen,13114.894736842105,922.7894736842105
pp_nav_00138,navigable,41,russian_region,malye_oserki,526.729,270.58,0.047994298069925924,physical_screen,9468.958333333334,930.375
pp_nav_00139,navigable,88,east_siberia_region,kele,5169.357,184.566,0.29410971996193136,physical_screen,13614.291666666666,931.2083333333334
pp_nav_00140,navigable,75,alaska_region,grayling,5719.992,2002.047,0.0,physical_screen,419.0408163265306,943.0408163265306
pp_nav_00141,navigable,85,east_siberia_region,barayy,5053.743,172.746,0.2809112548828125,physical_screen,13746.604166666666,933.8125
pp_nav_00142,navigable,78,ural_region,vukyl,581.222,123.404,0.0,physical_screen,10252.583333333334,940.4166666666666
pp_nav_00143,navigable,52,alaska_region,wrigley,7142.384,4538.271,0.0,physical_screen,2064.3636363636365,941.6363636363636
pp_nav_00144,navigable,76,west_siberia_region,inbatskoye,11586.795,3253.147,0.12401038359687001,physical_screen,11680.395833333334,941.1041666666666
pp_nav_00145,navigable,80,east_siberia_region,khatas,7317.258,838.295,0.2878143310546875,physical_screen,13592.541666666666,949.25
pp_nav_00146,navigable,46,east_siberia_region,kele,5106.7735,179.362,0.242596435546875,physical_screen,13644.846153846154,937.6538461538462
pp_nav_00147,navigable,97,east_siberia_region,tukulan,5064.088,173.596,0.02158300224197472,physical_screen,13707.763636363636,937.4727272727273
pp_nav_00148,improvable,84,east_siberia_region,ynakhsyt,912.806,86.155,0.6308289688975577,physical_screen,13075.020833333334,939.8125
pp_nav_00149,navigable,62,russian_region,siya,2573.182,749.216,0.19071778386799407,physical_screen,9599.184210526315,953.4736842105264
pp_nav_00150,navigable,75,east_siberia_region,bysyttakh,908.169,86.571,0.0,physical_screen,13045.041666666666,954.5416666666666
pp_nav_00151,navigable,76,west_siberia_region,sumgut_vosh,10670.491,6177.317,0.12382787963170389,physical_screen,10656.25,958.5833333333334
pp_nav_00152,navigable,80,east_siberia_region,barayy,5025.564,169.91750000000002,0.07249603271484376,physical_screen,13762.1875,953.6458333333334
pp_nav_00153,navigable,78,ural_region,vukyl,535.542,105.904,0.03950653076171875,physical_screen,10240.4375,956.2708333333334
pp_nav_00154,navigable,40,scandinavian_region,solatunum,513.525,197.064,0.0,physical_screen,8482.380952380952,948.6190476190476
pp_nav_00155,navigable,81,russian_region,siya,2564.76,746.108,0.19071778386799407,physical_screen,9617.708333333334,958.7916666666666
pp_nav_00156,navigable,76,west_siberia_region,verkhneimbatsk,11344.716,3177.588,0.0,physical_screen,11705.354166666666,964.1458333333334
pp_nav_00157,improvable,84,east_siberia_region,bulun,5011.575,165.62099999999998,0.36592339496596565,physical_screen,13790.416666666666,958.5
pp_nav_00158,navigable,85,alaska_region,donjek,1510.309,501.821,0.1416259765625,physical_screen,1348.6666666666667,964.8333333333334
pp_nav_00159,navigable,48,east_siberia_region,maymaga,7314.308,829.299,0.16285034585515837,physical_screen,13588.833333333334,965.1333333333333
pp_nav_00160,navigable,83,east_siberia_region,khatas,7306.706,825.932,0.0,physical_screen,13599.604166666666,980.8958333333334
pp_nav_00161,improvable,34,east_siberia_region,seymchan,900.089,487.727,0.5043590485260547,physical_screen,14633.681818181818,969.9090909090909
pp_nav_00162,navigable,83,alaska_region,imangaq,6457.685,2617.63,0.0,physical_screen,220.83333333333334,986.6666666666666
pp_nav_00163,navigable,75,alaska_region,wrigley,7022.929,4461.484,0.12331391592105673,physical_screen,2078.1363636363635,983.3863636363636
pp_nav_00164,navigable,77,russian_region,ust_vayenga,2278.872,646.489,0.048361249675674324,physical_screen,9646.416666666666,978.0833333333334
pp_nav_00165,navigable,87,alaska_region,hucha_hudan,1748.861,582.537,0.0,physical_screen,1384.4791666666667,976.1041666666666
pp_nav_00166,navigable,40,ural_region,troitsko_pechorsk,524.096,101.349,0.0,physical_screen,10250.461538461539,979.1923076923077
pp_nav_00167,navigable,74,west_siberia_region,karymkary,10609.091,6138.457,0.2891701650934903,physical_screen,10671.395833333334,983.8125
pp_nav_00168,navigable,90,east_siberia_region,uyana,4988.018,161.478,0.19972686767578124,physical_screen,13814.436363636363,982.2727272727273
pp_nav_00169,navigable,75,east_siberia_region,elgyai,851.76,76.793,0.0,physical_screen,13038.021276595744,988.6808510638298
pp_nav_00170,navigable,80,alaska_region,hucha_hudan,1746.458,580.599,0.0,physical_screen,1420.3333333333333,978.2916666666666
pp_nav_00171,navigable,79,west_siberia_region,verkhneimbatsk,11331.393,3176.624,0.2589280213029364,physical_screen,11725.083333333334,992.4166666666666
pp_nav_00172,navigable,46,east_siberia_region,khatas,7306.505,825.743,0.0,physical_screen,13594.038461538461,989.4615384615385
pp_nav_00173,improvable,90,east_siberia_region,seymchan,729.48,383.022,0.4246702861015785,physical_screen,14626.472727272727,996.6545454545454
pp_nav_00174,improvable,76,alaska_region,carmacks,1353.939,501.934,0.815838623046875,physical_screen,1451.1666666666667,992.3333333333334
pp_nav_00175,navigable,99,east_siberia_region,udamik,4591.1685,138.423,0.08441925048828125,physical_screen,13853.216666666667,991.4166666666666
pp_nav_00176,navigable,77,russian_region,sogra,2257.281,637.2909999999999,0.0,physical_screen,9679.4375,1000.0625
pp_nav_00177,navigable,32,east_siberia_region,seymchan,716.926,383.293,0.0,physical_screen,14580.947368421053,995.0526315789474
pp_nav_00178,navigable,80,west_siberia_region,karymkary,10540.683,6054.519,0.12034797668457031,physical_screen,10696.479166666666,1005.0208333333334
pp_nav_00179,improvable,81,east_siberia_region,seymchan,723.7945,384.201,2.1253451767142453,physical_screen,14607.020833333334,1003.6458333333334
pp_nav_00180,navigable,83,east_siberia_region,khatas,7292.616,819.296,2.13623046875e-05,physical_screen,13607.867924528302,1014.2452830188679
pp_nav_00181,navigable,75,east_siberia_region,khandyga,4527.546,127.697,0.17374420166015625,physical_screen,13871.4375,1013.5208333333334
pp_nav_00182,navigable,71,alaska_region,deloy_ges,5827.775,2073.973,0.3126620160382424,physical_screen,405.7857142857143,1015.7142857142857
pp_nav_00183,navigable,88,alaska_region,wrigley,6932.599,4446.486,0.08318328857421875,physical_screen,2077.818181818182,1018.9090909090909
pp_nav_00184,navigable,82,alaska_region,carmacks,1349.5075,494.279,0.0,physical_screen,1475.5625,1015.9375
pp_nav_00185,navigable,83,west_siberia_region,verkhneimbatsk,10996.151,2907.897,0.000666596270665486,physical_screen,11744.291666666666,1019.9583333333334
pp_nav_00186,navigable,51,russian_region,nizhnyaya_toyma,2151.7335000000003,598.6614999999999,0.0,physical_screen,9703.964285714286,1013.5357142857143
pp_nav_00187,navigable,46,west_siberia_region,nazym,10501.892,6007.721,0.03905801910529673,physical_screen,10720.392857142857,1019.1071428571429
pp_nav_00188,navigable,80,russian_region,nizhnyaya_toyma,2013.477,557.726,0.048525238037109376,physical_screen,9738.791666666666,1029.7083333333333
pp_nav_00189,improvable,79,west_siberia_region,nazym,10298.042,5817.314,0.5002609000708271,physical_screen,10747.333333333334,1031.1666666666667
pp_nav_00190,navigable,105,ural_region,zheshart,932.739,251.292,0.07925131793870062,physical_screen,9961.650793650793,1030.920634920635
pp_nav_00191,navigable,81,ural_region,ust_vym,653.78,160.567,0.09234460139176943,physical_screen,9981.458333333334,1036.0833333333333
pp_nav_00192,navigable,73,east_siberia_region,zhatai,7272.47,813.883,0.03228080786308723,physical_screen,13599.291666666666,1045.7916666666667
pp_nav_00193,improvable,81,east_siberia_region,chymnaii,4429.874,116.957,0.5503690570283803,physical_screen,13865.9375,1039.6041666666667
pp_nav_00194,improvable,82,alaska_region,pelly_faro,1340.521,492.5395,0.3652530094114002,physical_screen,1499.5,1037.0833333333333
pp_nav_00195,navigable,103,ural_region,zheshart,967.035,263.303,0.0,physical_screen,9920.047619047618,1036.888888888889
pp_nav_00196,navigable,58,east_siberia_region,tomtor,7272.47,814.854,0.06748875607330465,physical_screen,13604.324324324325,1048.3243243243244
pp_nav_00197,navigable,79,west_siberia_region,bakhtinsky,10981.032,2905.768,0.23169403076171874,physical_screen,11759.9375,1051.5625
pp_nav_00198,navigable,47,alaska_region,pelly_faro,1330.867,484.852,0.0,physical_screen,1525.9259259259259,1043.0740740740741
pp_nav_00199,navigable,76,ural_region,ust_sysola,629.801,152.281,0.2778678355395579,physical_screen,9998.608695652174,1049.6304347826087
pp_nav_00200,navigable,34,russian_region,verkhnyaya_toyma,1853.322,512.896,0.19245643615722657,physical_screen,9741.65,1049.85
pp_nav_00201,improvable,98,west_siberia_region,bardak,10282.504,5771.485,0.3547038031430033,physical_screen,10767.69642857143,1062.8035714285713
pp_nav_00202,navigable,80,russian_region,verkhnyaya_toyma,1678.9925,454.03650000000005,0.1433114386823791,physical_screen,9756.979166666666,1059.5208333333333
pp_nav_00203,navigable,78,west_siberia_region,kuzmovka,1838.964,341.099,0.0,physical_screen,11852.354166666666,1062.1875
pp_nav_00204,navigable,76,russian_region,yarensk,977.073,268.613,0.17017898559570313,physical_screen,9883.458333333334,1067.9583333333333
pp_nav_00205,improvable,77,alaska_region,fort_simpson,2442.481,639.983,1.3055428458440288,physical_screen,2164.3333333333335,1067.625
pp_nav_00206,navigable,82,east_siberia_region,khanda,4419.2065,113.2385,0.0954572406428261,physical_screen,13852.479166666666,1064.3541666666667
pp_nav_00207,navigable,82,west_siberia_region,poligus,995.44,125.215,0.0,physical_screen,12064.520833333334,1066.8125
pp_nav_00208,barrier,51,alaska_region,tovisq_ol,836.462,310.476,2.18580322265625,physical_screen,547.6875,1062.4375
pp_nav_00209,barrier,38,alaska_region,pelly_faro,1042.47,355.089,2.7287841796875,physical_screen,1547.8695652173913,1066.695652173913
pp_nav_00210,navigable,80,west_siberia_region,bakhtinsky,10964.045,2915.431,0.07600722374801971,physical_screen,11782.4375,1071.7083333333333
pp_nav_00211,navigable,71,east_siberia_region,tyokhtyur,7281.6715,802.083,0.0,physical_screen,13580.458333333334,1074.9583333333333
