location,state,pixels,region,near_location,mean_discharge_m3_s,low_discharge_m3_s,gradient_m_per_km,evidence,river_level,tropical,seasonal,x,y,ocean_connected
pp_nav_00018,navigable,80,alaska_region,inuviq,9234.284,5771.182,0.061067976018207154,physical_screen,5,False,False,1575.2083333333333,508.6666666666667,False
pp_nav_00019,barrier,71,west_siberia_region,dudinka,19326.559,5309.6295,0.014715901371854774,bounded_native_gap;physical_screen,5,False,False,11628.4375,515.8958333333334,False
pp_nav_00020,improvable,79,east_siberia_region,kolymskoie,782.152,304.278,0.4305214280942418,physical_screen,3,False,False,14910.833333333334,529.6666666666666,False
pp_nav_00021,navigable,76,east_siberia_region,tuyandina,1126.187,210.07,0.2171580986457964,physical_screen,3,False,False,14310.833333333334,522.875,False
pp_nav_00022,navigable,76,alaska_region,inuviq,8730.915,5675.747,0.0,physical_screen,5,False,False,1568.7916666666667,539.6458333333334,False
pp_nav_00023,navigable,78,west_siberia_region,dudinka,18898.039,5254.022,4.083514213562012e-05,physical_screen,5,False,False,11626.395833333334,546.1458333333334,False
pp_nav_00024,improvable,77,east_siberia_region,tuyandina,1122.02,164.784,0.0,bounded_native_gap;physical_screen,5,False,True,14297.0,542.375,False
pp_nav_00025,improvable,15,east_siberia_region,omoloon,782.152,304.278,0.4305214280942418,physical_screen,1,False,False,14905.5,536.0,False
pp_nav_00026,barrier,9,east_siberia_region,omoloon,775.079,301.947,5.935429382324219,physical_screen,1,False,False,14919.0,541.0,False
pp_nav_00027,improvable,84,east_siberia_region,omoloon,772.459,301.375,0.4995992165160281,physical_screen,3,False,False,14917.270833333334,564.0625,False
pp_nav_00028,navigable,69,alaska_region,inuviq,8951.51,5696.309,0.11629898846888789,physical_screen,5,False,False,1581.6341463414635,563.3658536585366,False
pp_nav_00029,navigable,13,alaska_region,inuviq,697.105,109.433,0.0,physical_screen,3,False,False,1564.5,554.0,False
pp_nav_00030,navigable,83,east_siberia_region,abyy,912.958,118.776,0.21161223263062423,physical_screen,3,False,True,14276.75,558.1666666666666,False
pp_nav_00031,barrier,24,west_siberia_region,dudinka,18857.895,5247.434,0.10088630044077851,bounded_native_gap;physical_screen,5,False,False,11618.4375,564.9375,False
pp_nav_00032,improvable,85,east_siberia_region,syagannaax,896.267,108.732,0.6822009432838809,physical_screen,3,False,True,14227.791666666666,571.9583333333334,False
pp_nav_00033,navigable,64,east_siberia_region,abyy,892.916,111.252,0.3462626995790471,physical_screen,3,False,True,14262.542857142857,571.0,False
pp_nav_00034,improvable,42,east_siberia_region,shabash,2192.589,1284.186,0.4363059845455806,bounded_native_gap;physical_screen,4,False,False,14780.64,572.04,False
pp_nav_00035,improvable,56,east_siberia_region,syagannaax,890.481,106.742,0.41723480224609377,physical_screen,3,False,True,14198.0,581.0,False
pp_nav_00036,navigable,82,west_siberia_region,khantayskoye,18720.378,5218.8235,0.0,physical_screen,5,False,False,11627.854166666666,589.8125,False
pp_nav_00037,navigable,86,east_siberia_region,argaxtaax,2163.582,1282.327,0.19194984436035156,physical_screen,4,False,False,14708.479166666666,580.4375,False
pp_nav_00038,navigable,11,east_siberia_region,omoloon,754.348,298.129,0.2940101623535156,physical_screen,3,False,False,14916.285714285714,586.2857142857143,False
pp_nav_00039,navigable,78,east_siberia_region,kal_gatana,2140.336,1257.438,0.3373218346569956,physical_screen,4,False,False,14685.020833333334,598.8958333333334,False
pp_nav_00040,navigable,85,west_siberia_region,khantayskoye,17720.646500000003,4898.552,0.006963890790939331,physical_screen,5,False,False,11635.291666666666,625.2916666666666,False
pp_nav_00041,navigable,81,east_siberia_region,nalimsk,2131.466,1250.097,0.0,bounded_native_gap;physical_screen,4,False,False,14664.270833333334,617.7708333333334,False
pp_nav_00042,navigable,34,west_siberia_region,messoyakha,1343.005,1042.645,0.0,physical_screen,3,False,False,11339.6,616.2,False
pp_nav_00043,navigable,12,ural_region,pustozersk,4528.658,1064.339,0.0,physical_screen,4,False,False,10075.0,621.5,False
pp_nav_00044,navigable,72,east_siberia_region,xatingnaax,2018.38,1158.73,0.02829142393778852,physical_screen,4,False,False,14637.958333333334,639.3333333333334,False
pp_nav_00045,improvable,82,ural_region,pustozersk,4333.832,1029.924,0.22654850356787254,bounded_native_gap;physical_screen,5,False,False,10077.666666666666,655.6041666666666,False
pp_nav_00046,navigable,78,west_siberia_region,pur,877.762,760.345,0.015363556057249228,physical_screen,3,False,False,11238.8125,653.4375,False
pp_nav_00047,navigable,67,west_siberia_region,ob,13746.619,7571.273,0.0,physical_screen,5,False,False,10862.513513513513,645.0540540540541,False
pp_nav_00048,improvable,81,east_siberia_region,kulun_olbut,838.867,91.78399999999999,0.5676011803053085,physical_screen,3,False,True,14199.25,660.25,False
pp_nav_00049,navigable,79,west_siberia_region,khantayskoye,17662.216,4868.548000000001,0.015091949701309204,physical_screen,5,False,False,11625.6875,655.8541666666666,False
pp_nav_00050,navigable,76,west_siberia_region,ob,13494.387,7424.143,0.10953307151794434,physical_screen,5,False,False,10804.291666666666,660.7916666666666,False
pp_nav_00051,barrier,79,west_siberia_region,khantayskoye,1174.965,156.643,0.13836441040039063,bounded_native_gap;physical_screen,3,False,True,11690.041666666666,660.2916666666666,False
pp_nav_00052,navigable,75,east_siberia_region,sededema,2009.11,1153.295,0.0,physical_screen,4,False,False,14617.458333333334,664.9583333333334,False
pp_nav_00053,navigable,81,east_siberia_region,kystatyam,14812.725,1584.951,0.003937149047851562,physical_screen,5,False,True,13321.604166666666,670.8958333333334,False
pp_nav_00054,navigable,80,west_siberia_region,shchuchya,13367.046,7376.157,0.07063552141189575,physical_screen,5,False,False,10745.729166666666,660.6458333333334,False
pp_nav_00055,improvable,70,west_siberia_region,shchuchya,13126.815,7247.435,0.004157098808153007,bounded_native_gap;physical_screen,5,False,False,10717.1875,665.3333333333334,False
pp_nav_00056,navigable,16,west_siberia_region,shchuchya,13478.317,7401.988,0.0,physical_screen,5,False,False,10768.0,660.0,False
pp_nav_00057,navigable,79,west_siberia_region,khantayskoye,17556.385000000002,4817.2654999999995,0.09366125150530133,physical_screen,5,False,False,11642.416666666666,663.2083333333334,False
pp_nav_00058,navigable,30,west_siberia_region,shchuchya,13482.678,7403.7095,0.3485373020172119,physical_screen,5,False,False,10782.555555555555,665.9444444444445,False
pp_nav_00059,navigable,76,west_siberia_region,khantayskoye,16267.497,4564.2895,0.11538889408111572,physical_screen,5,False,False,11666.375,671.7916666666666,False
pp_nav_00060,improvable,77,scandinavian_region,kittila,531.411,157.998,1.0306729473167209,physical_screen,3,False,False,8850.229166666666,680.3958333333334,False
pp_nav_00061,navigable,78,west_siberia_region,pur,802.5325,700.4565,0.052044865426503634,physical_screen,3,False,False,11245.6875,684.9791666666666,False
pp_nav_00062,navigable,85,ural_region,pustozersk,4230.524,992.43,0.0683538727399195,physical_screen,4,False,False,10078.708333333334,697.5833333333334,False
pp_nav_00063,navigable,9,east_siberia_region,sededema,1974.246,1143.218,0.13908863106820726,physical_screen,3,False,False,14603.166666666666,677.6666666666666,False
pp_nav_00064,navigable,68,west_siberia_region,shchuchya,12913.843,7168.329,0.22882332801818847,physical_screen,5,False,False,10699.377777777778,687.8,False
pp_nav_00065,navigable,77,west_siberia_region,khantayskoye,16256.31,4489.805,0.10395504461886121,bounded_native_gap;physical_screen,5,False,False,11667.395833333334,693.1875,False
pp_nav_00066,improvable,79,east_siberia_region,bakhanay,14744.825,1553.232,0.11540911358340486,bounded_native_gap;physical_screen,5,False,True,13336.729166666666,702.9583333333334,False
pp_nav_00067,improvable,40,alaska_region,chalkyitsik,2486.91,566.2375,0.68626579237501,physical_screen,4,False,False,1109.375,700.125,False
pp_nav_00068,navigable,77,scandinavian_region,rovaniemi,556.636,168.63,0.13314221607786578,physical_screen,3,False,False,8827.083333333334,703.5833333333334,False
pp_nav_00069,navigable,77,west_siberia_region,shuryshkar,11478.9155,6716.746499999999,0.0,physical_screen,5,False,False,10688.5,715.5833333333334,False
pp_nav_00070,navigable,74,west_siberia_region,pur,683.166,589.553,0.027264976501464845,bounded_native_gap;physical_screen,5,False,False,11253.25,716.8541666666666,False
pp_nav_00071,navigable,83,alaska_region,good_hope,8729.786,5374.755,0.13900201025051315,physical_screen,5,False,False,1817.4166666666667,722.0833333333334,False
pp_nav_00072,navigable,82,west_siberia_region,khantayskoye,16038.1345,4173.564,0.12618331675600913,physical_screen,5,False,False,11688.083333333334,709.8333333333334,False
pp_nav_00073,navigable,80,west_siberia_region,shuryshkar,1395.535,421.172,0.2179268651419769,physical_screen,3,False,False,10666.617021276596,719.6170212765958,False
pp_nav_00074,improvable,76,east_siberia_region,tala_kyuyel,1570.263,949.511,0.1614220772431148,bounded_native_gap;physical_screen,3,False,False,14557.770833333334,722.9375,False
pp_nav_00075,improvable,41,scandinavian_region,rovaniemi,564.972,171.18,0.7491046905517578,physical_screen,3,False,False,8810.538461538461,724.0384615384615,False
pp_nav_00076,barrier,81,west_siberia_region,erachimo,3996.921,506.403,0.8325454711914062,bounded_native_gap;physical_screen,5,False,True,11729.0625,719.4791666666666,False
pp_nav_00077,navigable,19,east_siberia_region,bakhanay,14747.212,1527.196,0.0,physical_screen,5,False,True,13345.545454545454,723.4545454545455,False
pp_nav_00078,barrier,57,west_siberia_region,erachimo,3825.612,491.572,0.12373123168945313,bounded_native_gap;physical_screen,4,False,True,11757.513513513513,728.4864864864865,False
pp_nav_00079,navigable,80,west_siberia_region,turukhansk,11883.23,3645.098,0.0019499778747558594,physical_screen,5,False,False,11695.333333333334,731.2083333333334,False
pp_nav_00080,improvable,48,scandinavian_region,branna,501.918,204.024,0.4487821363663549,physical_screen,3,False,False,8672.535714285714,727.9642857142857,False
pp_nav_00081,navigable,53,russian_region,okladnikova_sloboda,832.509,334.921,0.0,physical_screen,3,False,False,9707.53125,737.96875,True
pp_nav_00082,navigable,39,west_siberia_region,pravaya_khetta,528.145,481.802,0.058411693572998045,physical_screen,5,False,False,10991.375,736.375,False
pp_nav_00083,navigable,19,west_siberia_region,erachimo,4065.414,509.234,0.0,physical_screen,4,False,True,11710.363636363636,728.4545454545455,False
pp_nav_00084,navigable,38,west_siberia_region,shuryshkar,11441.03,6693.491,0.0,physical_screen,5,False,False,10681.192307692309,742.6923076923077,False
pp_nav_00085,navigable,76,west_siberia_region,pur,608.111,521.224,0.02295999526977539,physical_screen,3,False,False,11246.729166666666,749.3125,False
pp_nav_00086,improvable,41,alaska_region,good_hope,8595.987,5344.188,0.31454446259663305,bounded_native_gap;physical_screen,5,False,False,1831.8,743.24,False
pp_nav_00087,navigable,79,east_siberia_region,ziryanka,1562.905,934.275,0.3387076442531672,physical_screen,3,False,False,14576.0,751.375,False
pp_nav_00088,navigable,83,alaska_region,rampart,3257.87,881.5605,0.15558929443359376,physical_screen,4,False,False,843.3958333333334,752.8958333333334,False
pp_nav_00089,navigable,79,west_siberia_region,turukhansk,11681.08,3618.005,0.008559656143188477,bounded_native_gap;physical_screen,5,False,False,11695.208333333334,763.7083333333334,False
pp_nav_00090,navigable,83,alaska_region,circle,2487.454,580.471,0.15116985124804722,physical_screen,4,False,False,1148.1041666666667,757.3958333333334,False
pp_nav_00091,improvable,79,ural_region,pechora,1102.65,219.948,0.1851125413283178,bounded_native_gap;physical_screen,3,False,False,10287.02,762.16,False
pp_nav_00092,navigable,83,west_siberia_region,voikar,1187.651,355.084,0.027626609802246092,bounded_native_gap;physical_screen,3,False,False,10639.229166666666,773.7708333333334,False
pp_nav_00093,improvable,74,ural_region,ust_tsilma,3850.978,864.495,0.0,bounded_native_gap;physical_screen,5,False,False,10075.372093023256,764.2325581395348,False
pp_nav_00094,improvable,78,alaska_region,allakaket,3267.155,886.335,1.39954833984375,physical_screen,4,False,False,811.2916666666666,768.7916666666666,False
pp_nav_00095,navigable,9,west_siberia_region,yevoyakha,522.292,407.004,0.11916542053222656,bounded_native_gap;physical_screen,5,False,False,11239.142857142857,766.5714285714286,False
pp_nav_00096,navigable,67,east_siberia_region,ziryanka,1528.987,915.8745,0.19162436244857073,bounded_native_gap;physical_screen,3,False,False,14593.547619047618,776.952380952381,False
pp_nav_00097,improvable,32,alaska_region,circle,2482.793,587.505,0.36434170963254925,physical_screen,4,False,False,1170.6470588235295,767.3529411764706,False
pp_nav_00098,navigable,72,west_siberia_region,voikar,11396.236,6628.772,0.046774435043334964,physical_screen,5,False,False,10664.104166666666,783.3125,False
pp_nav_00099,improvable,86,ural_region,pechora,1100.604,219.026,0.13742205520627618,bounded_native_gap;physical_screen,3,False,False,10294.229166666666,788.5208333333334,False
pp_nav_00100,navigable,88,alaska_region,tanana,3270.813,886.885,0.0,physical_screen,4,False,False,777.3333333333334,781.5833333333334,False
pp_nav_00101,navigable,84,alaska_region,grant_creek,4262.576999999999,1232.66,0.0,physical_screen,4,False,False,722.8541666666666,783.8125,False
pp_nav_00102,barrier,33,alaska_region,grant_creek,4242.7654999999995,1223.81,2.2953033447265625,physical_screen,4,False,False,748.4,785.7,False
pp_nav_00103,navigable,77,west_siberia_region,turukhansk,11513.676,3503.9865,0.013492843122927017,bounded_native_gap;physical_screen,5,False,False,11688.083333333334,803.0833333333334,False
pp_nav_00104,navigable,80,alaska_region,birches,4273.078,1237.192,0.0,physical_screen,4,False,False,687.1875,790.8958333333334,False
pp_nav_00105,navigable,44,east_siberia_region,keelivtyn,1333.817,266.945,0.07341371246943623,physical_screen,3,False,False,15597.461538461539,793.4230769230769,False
pp_nav_00106,navigable,79,west_siberia_region,voikar,987.671,298.751,0.20752577475633477,bounded_native_gap;physical_screen,3,False,False,10652.5625,803.5208333333334,False
pp_nav_00107,navigable,38,alaska_region,koyukuk,753.67,396.763,0.0,physical_screen,3,False,False,516.7727272727273,798.2727272727273,False
pp_nav_00108,improvable,85,alaska_region,mahony,844.089,613.099,1.5883909358280413,physical_screen,3,False,False,2012.8541666666667,796.5208333333334,False
pp_nav_00109,navigable,79,alaska_region,rampart,937.021,323.071,0.0,physical_screen,1,False,False,827.875,801.375,False
pp_nav_00110,navigable,25,alaska_region,mahony,832.667,604.548,0.0,physical_screen,3,False,False,2038.0,796.0,False
pp_nav_00111,improvable,46,alaska_region,mahony,849.7,614.295,0.9346149032173297,physical_screen,3,False,False,1982.962962962963,798.9629629629629,False
pp_nav_00112,navigable,78,west_siberia_region,kunovat,11208.423,6531.379,0.06665088335882491,bounded_native_gap;physical_screen,5,False,False,10675.354166666666,803.8541666666666,False
pp_nav_00113,barrier,74,alaska_region,birches,4278.771,1236.976,4.249320220947266,bounded_native_gap;physical_screen,5,False,False,655.5111111111111,802.5333333333333,False
pp_nav_00114,navigable,23,ural_region,pechora,1077.071,214.831,0.3296142578125,physical_screen,3,False,False,10309.8,802.2,False
pp_nav_00115,navigable,82,alaska_region,mahony,7670.7495,4644.094999999999,0.06899806353026519,physical_screen,4,False,False,1992.8333333333333,815.5833333333334,False
pp_nav_00116,navigable,83,east_siberia_region,glukharinyi,1457.404,863.373,0.0284942626953125,physical_screen,3,False,False,14643.875,814.625,False
pp_nav_00117,navigable,83,alaska_region,koyukuk,4497.489,1369.364,0.14454193115234376,physical_screen,4,False,False,526.265306122449,814.8979591836735,False
pp_nav_00118,barrier,17,alaska_region,tanana,937.589,326.8645,13.372509729456073,physical_screen,1,False,False,802.5833333333334,814.25,False
pp_nav_00119,navigable,36,alaska_region,chena,608.671,148.877,0.0,physical_screen,3,False,False,945.1818181818181,819.6818181818181,False
pp_nav_00120,improvable,45,alaska_region,chena,578.194,129.001,0.922463695671676,physical_screen,3,False,False,976.0769230769231,818.4230769230769,False
pp_nav_00121,navigable,76,west_siberia_region,zazhimchar,974.838,294.717,0.05355386734008789,physical_screen,3,False,False,10663.666666666666,833.1666666666666,False
pp_nav_00122,navigable,80,west_siberia_region,inbatskoye,11784.958,3505.724,0.021845985094333154,bounded_native_gap;physical_screen,5,False,False,11676.291666666666,837.125,False
pp_nav_00123,improvable,41,east_siberia_region,glukharinyi,1447.756,850.649,0.44930267333984375,physical_screen,3,False,False,14668.521739130434,825.4782608695652,False
pp_nav_00124,barrier,31,west_siberia_region,nimde,3480.654,461.575,3.0543663024902346,physical_screen,4,False,True,11832.333333333334,832.1666666666666,False
pp_nav_00125,improvable,77,alaska_region,tulita,7662.883,4641.529,0.3313069021008936,bounded_native_gap;physical_screen,5,False,False,2007.1041666666667,843.8958333333334,False
pp_nav_00126,improvable,85,alaska_region,salcha,538.121,126.903,1.8308392946699876,bounded_native_gap;physical_screen,3,False,False,1003.25,851.1666666666666,False
pp_nav_00127,navigable,76,ural_region,pechora,994.8715,197.9225,0.08120704354230067,physical_screen,3,False,False,10313.625,858.375,False
pp_nav_00128,navigable,83,west_siberia_region,zazhimchar,952.236,286.099,0.0,physical_screen,3,False,False,10668.392156862745,864.0588235294117,False
pp_nav_00129,navigable,47,russian_region,arkhangelsk,3244.888,989.623,0.0,physical_screen,4,False,False,9565.76923076923,852.8846153846154,False
pp_nav_00130,improvable,78,alaska_region,kaltag,5614.703,1920.8535000000002,0.3874746293504884,bounded_native_gap;physical_screen,4,False,False,460.9166666666667,870.8333333333334,False
pp_nav_00131,improvable,81,alaska_region,blackwater,7239.583,4591.024,0.5721873212538161,physical_screen,4,False,False,2024.5416666666667,870.75,False
pp_nav_00132,navigable,80,west_siberia_region,inbatskoye,11729.786,3399.757,0.13787203276204857,bounded_native_gap;physical_screen,5,False,False,11675.791666666666,876.5416666666666,False
pp_nav_00133,barrier,18,alaska_region,salcha,503.501,117.143,2.5767333984375,physical_screen,3,False,False,1023.5454545454545,858.4545454545455,False
pp_nav_00134,improvable,72,west_siberia_region,turu,1690.85,185.516,0.0,bounded_native_gap;physical_screen,3,False,True,12244.595238095239,865.0952380952381,False
pp_nav_00135,navigable,76,west_siberia_region,beryozovo,11127.962,6483.812,0.019337350543402434,bounded_native_gap;physical_screen,5,False,False,10693.5625,881.5625,False
pp_nav_00136,navigable,17,west_siberia_region,turu,887.492,122.154,0.179522705078125,physical_screen,3,False,True,12268.0,867.0,False
pp_nav_00137,navigable,77,russian_region,ust_pinega,2766.603,836.435,0.0,physical_screen,4,False,False,9589.645833333334,879.9375,False
pp_nav_00138,navigable,83,ural_region,vukyl,806.249,184.54,0.11729218309204224,physical_screen,3,False,False,10309.354166666666,880.6458333333334,False
pp_nav_00139,navigable,78,east_siberia_region,ulakhan_kyuyol,1678.631,227.896,0.10726901835698625,physical_screen,3,False,True,13420.282608695652,883.7826086956521,False
pp_nav_00140,navigable,57,alaska_region,upper_yukon,2254.839,551.841,0.0,physical_screen,4,False,False,1329.1666666666667,890.9444444444445,False
pp_nav_00141,navigable,17,east_siberia_region,kuturga,12724.8445,1104.9755,0.10890274047851563,physical_screen,5,False,True,13482.4,881.1,False
pp_nav_00142,navigable,80,east_siberia_region,balagachchy,1644.2065,205.36849999999998,0.10466156005859376,physical_screen,3,False,True,13294.479166666666,886.3958333333334,False
pp_nav_00143,improvable,70,alaska_region,blackwater,7193.252,4572.467,0.8627613288007416,physical_screen,4,False,False,2042.7727272727273,895.7272727272727,False
pp_nav_00144,improvable,73,alaska_region,kaltag,5697.4395,1973.763,0.6048099517822265,physical_screen,4,False,False,439.6458333333333,897.1458333333334,False
pp_nav_00145,navigable,78,russian_region,village_onega,512.388,260.753,0.0,physical_screen,3,False,False,9434.166666666666,894.375,True
pp_nav_00146,navigable,15,russian_region,kholmogory,2756.835,831.798,0.18157260603637335,physical_screen,5,False,False,9581.666666666666,887.3333333333334,False
pp_nav_00147,navigable,49,east_siberia_region,balagachchy,1637.027,201.271,0.0,physical_screen,3,False,True,13266.0,889.7777777777778,False
pp_nav_00148,navigable,78,ural_region,vukyl,657.784,147.317,0.01010200226141576,physical_screen,3,False,False,10282.083333333334,895.0416666666666,False
pp_nav_00149,navigable,59,west_siberia_region,inbatskoye,11643.313,3305.416,0.049590682983398436,physical_screen,5,False,False,11667.297297297297,906.0,False
pp_nav_00150,navigable,76,russian_region,kholmogory,2745.372,821.497,0.22501719647688187,bounded_native_gap;physical_screen,4,False,False,9583.729166666666,906.3541666666666,False
pp_nav_00151,navigable,81,west_siberia_region,beryozovo,10698.298,6222.994,0.0,physical_screen,5,False,False,10683.354166666666,911.4375,False
pp_nav_00152,improvable,83,east_siberia_region,terbyas,1459.5365,158.1985,0.0,bounded_native_gap;physical_screen,3,False,True,13207.083333333334,900.9166666666666,False
pp_nav_00153,navigable,79,russian_region,nyonoksa,523.391,267.981,0.0,physical_screen,3,False,False,9459.1875,909.5208333333334,True
pp_nav_00154,improvable,74,ural_region,vukyl,591.036,131.121,0.3595489612733032,physical_screen,3,False,False,10263.645833333334,919.2708333333334,False
pp_nav_00155,navigable,62,alaska_region,bonanza,2228.948,550.955,0.0,physical_screen,4,False,False,1329.081081081081,920.1351351351351,False
pp_nav_00156,navigable,86,east_siberia_region,khoro,1437.934,144.447,0.17598364514907025,physical_screen,3,False,True,13178.125,916.5,False
pp_nav_00157,navigable,25,east_siberia_region,sangar,12662.751499999998,1070.1950000000002,0.07324208868806764,physical_screen,5,False,True,13525.3125,914.1875,False
pp_nav_00158,navigable,74,alaska_region,grayling,5714.9295,1997.3175,0.09189908821980482,physical_screen,4,False,False,424.6458333333333,930.1458333333334,False
pp_nav_00159,navigable,78,russian_region,siya,2579.634,751.583,0.15836668014526367,physical_screen,4,False,False,9600.020833333334,932.2708333333334,False
pp_nav_00160,navigable,87,east_siberia_region,byuteydyakh,1377.842,131.281,0.1862218182571929,physical_screen,3,False,True,13143.979166666666,918.2291666666666,False
pp_nav_00161,navigable,75,east_siberia_region,batamay,7313.997,855.525,0.04692230224609375,physical_screen,5,False,True,13583.979166666666,925.6666666666666,False
pp_nav_00162,navigable,36,east_siberia_region,ynakhsyt,928.398,88.409,0.0,physical_screen,3,False,True,13115.3,922.7,False
pp_nav_00163,navigable,41,russian_region,malye_oserki,526.729,270.58,0.047994298069925924,physical_screen,3,False,False,9468.958333333334,930.375,True
pp_nav_00164,navigable,73,west_siberia_region,sumgut_vosh,10674.784,6188.002,0.05746002197265625,physical_screen,5,False,False,10668.666666666666,934.375,False
pp_nav_00165,improvable,88,east_siberia_region,kele,5169.357,184.566,0.29410971996193136,bounded_native_gap;physical_screen,4,False,True,13614.3125,931.1875,False
pp_nav_00166,navigable,85,east_siberia_region,barayy,5053.743,172.746,0.2809112548828125,physical_screen,4,False,True,13746.604166666666,933.8125,False
pp_nav_00167,navigable,78,ural_region,vukyl,581.222,123.404,0.0,physical_screen,3,False,False,10252.583333333334,940.4166666666666,False
pp_nav_00168,navigable,52,alaska_region,wrigley,7142.384,4538.271,0.0,physical_screen,4,False,False,2064.3636363636365,941.6363636363636,False
pp_nav_00169,navigable,76,west_siberia_region,inbatskoye,11586.795,3253.147,0.12401038359687001,physical_screen,5,False,False,11680.395833333334,941.1041666666666,False
pp_nav_00170,navigable,80,east_siberia_region,khatas,7317.258,838.295,0.2878143310546875,physical_screen,4,False,True,13592.541666666666,949.25,False
pp_nav_00171,navigable,46,east_siberia_region,kele,5106.7735,179.362,0.242596435546875,physical_screen,4,False,True,13644.846153846154,937.6538461538462,False
pp_nav_00172,navigable,84,east_siberia_region,tukulan,5063.853,173.437,0.02158300224197472,physical_screen,4,False,True,13710.479166666666,937.6041666666666,False
pp_nav_00173,navigable,12,east_siberia_region,tukulan,5072.598,175.195,0.0,physical_screen,4,False,True,13689.142857142857,936.5714285714286,False
pp_nav_00174,improvable,84,east_siberia_region,ynakhsyt,912.806,86.155,0.6308289688975577,physical_screen,3,False,True,13075.020833333334,939.8125,False
pp_nav_00175,navigable,62,russian_region,siya,2573.182,749.216,0.19071778386799407,physical_screen,5,False,False,9599.184210526315,953.4736842105264,False
pp_nav_00176,navigable,75,east_siberia_region,bysyttakh,908.169,86.571,0.0,physical_screen,3,False,True,13045.041666666666,954.5416666666666,False
pp_nav_00177,navigable,80,east_siberia_region,barayy,5025.564,169.91750000000002,0.07249603271484376,physical_screen,4,False,True,13762.1875,953.6458333333334,False
pp_nav_00178,navigable,78,ural_region,vukyl,535.542,105.904,0.03950653076171875,physical_screen,3,False,False,10240.4375,956.2708333333334,False
pp_nav_00179,navigable,40,scandinavian_region,solatunum,513.525,197.064,0.0,physical_screen,3,False,False,8482.380952380952,948.6190476190476,False
pp_nav_00180,navigable,75,west_siberia_region,kaltysyany,10655.116,6166.823,0.2891701650934903,physical_screen,5,False,False,10656.541666666666,962.0416666666666,False
pp_nav_00181,navigable,28,alaska_region,grayling,5724.891,2006.587,0.0,physical_screen,4,False,False,414.6842105263158,953.6842105263158,False
pp_nav_00182,navigable,81,russian_region,siya,2564.76,746.108,0.12219309374674117,bounded_native_gap;physical_screen,5,False,False,9617.708333333334,958.6666666666666,False
pp_nav_00183,navigable,76,west_siberia_region,verkhneimbatsk,11344.716,3177.588,0.0,physical_screen,5,False,False,11705.354166666666,964.1458333333334,False
pp_nav_00184,improvable,84,east_siberia_region,bulun,5011.575,165.62099999999998,0.36592339496596565,physical_screen,4,False,True,13790.416666666666,958.5,False
pp_nav_00185,navigable,85,alaska_region,donjek,1510.309,501.821,0.1416259765625,physical_screen,3,False,False,1348.6666666666667,964.8333333333334,False
