from,to,state,cost_profile,shore
pp_nav_00023,dudinka,navigable,navigable,True
pp_nav_00024,pp_nav_00030,improvable,improvable,False
pp_nav_00024,tuyandina,improvable,improvable,True
pp_nav_00024,abyy,improvable,improvable,True
pp_nav_00025,kolymskoie,improvable,improvable,True
pp_nav_00025,omoloon,improvable,improvable,True
pp_nav_00026,kolymskoie,barrier,barrier,True
pp_nav_00026,omoloon,barrier,barrier,True
pp_nav_00026,timkino,barrier,barrier,True
pp_nav_00027,pp_nav_00038,improvable,improvable,False
pp_nav_00027,omoloon,improvable,improvable,True
pp_nav_00028,aklaviq,navigable,navigable,True
pp_nav_00028,inuviq,navigable,navigable,True
pp_nav_00029,inuviq,navigable,navigable,True
pp_nav_00030,pp_nav_00033,navigable,difficult,False
pp_nav_00030,tuyandina,navigable,difficult,True
pp_nav_00030,abyy,navigable,difficult,True
pp_nav_00030,esteriktyaax,navigable,difficult,True
pp_nav_00031,dudinka,barrier,barrier,True
pp_nav_00032,pp_nav_00033,improvable,improvable,False
pp_nav_00032,pp_nav_00035,improvable,improvable,False
pp_nav_00032,syagannaax,improvable,improvable,True
pp_nav_00033,syagannaax,navigable,difficult,True
pp_nav_00033,abyy,navigable,difficult,True
pp_nav_00034,sylgy_ytar,improvable,improvable,True
pp_nav_00034,shabash,improvable,improvable,True
pp_nav_00035,syagannaax,improvable,improvable,True
pp_nav_00036,pp_nav_00040,navigable,navigable,False
pp_nav_00036,khantayskoye,navigable,navigable,True
pp_nav_00036,dudinka,navigable,navigable,True
pp_nav_00037,pp_nav_00039,navigable,navigable,False
pp_nav_00037,kal_gatana,navigable,navigable,True
pp_nav_00037,oyuuhardaax,navigable,navigable,True
pp_nav_00037,argaxtaax,navigable,navigable,True
pp_nav_00038,omoloon,navigable,navigable,True
pp_nav_00039,pp_nav_00041,navigable,navigable,False
pp_nav_00039,dyryn_ebe,navigable,navigable,True
pp_nav_00039,kal_gatana,navigable,navigable,True
pp_nav_00039,kholongsolokh,navigable,navigable,True
pp_nav_00040,pp_nav_00049,navigable,navigable,False
pp_nav_00040,khantayskoye,navigable,navigable,True
pp_nav_00041,pp_nav_00044,navigable,navigable,False
pp_nav_00041,dyryn_ebe,navigable,navigable,True
pp_nav_00041,kal_gatana,navigable,navigable,True
pp_nav_00041,nalimsk,navigable,navigable,True
pp_nav_00042,mangazeya,navigable,navigable,True
pp_nav_00042,messoyakha,navigable,navigable,True
pp_nav_00043,pustozersk,navigable,navigable,True
pp_nav_00044,pp_nav_00052,navigable,navigable,False
pp_nav_00044,xatingnaax,navigable,navigable,True
pp_nav_00044,nalimsk,navigable,navigable,True
pp_nav_00045,pp_nav_00062,improvable,improvable,False
pp_nav_00045,pustozersk,improvable,improvable,True
pp_nav_00046,pp_nav_00061,navigable,navigable,False
pp_nav_00046,pur,navigable,navigable,True
pp_nav_00047,ob,navigable,navigable,True
pp_nav_00048,kulun_olbut,improvable,improvable,True
pp_nav_00049,pp_nav_00057,navigable,navigable,False
pp_nav_00049,khantayskoye,navigable,navigable,True
pp_nav_00050,pp_nav_00058,navigable,navigable,False
pp_nav_00050,ob,navigable,navigable,True
pp_nav_00051,pp_nav_00059,barrier,barrier,False
pp_nav_00051,khantayskoye,barrier,barrier,True
pp_nav_00052,pp_nav_00063,navigable,navigable,False
pp_nav_00052,xatingnaax,navigable,navigable,True
pp_nav_00052,sededema,navigable,navigable,True
pp_nav_00053,pp_nav_00066,improvable,improvable,False
pp_nav_00053,jigansk,navigable,difficult,True
pp_nav_00053,kystatyam,navigable,difficult,True
pp_nav_00054,pp_nav_00055,improvable,improvable,False
pp_nav_00054,shchuchya,navigable,navigable,True
pp_nav_00055,pp_nav_00064,improvable,improvable,False
pp_nav_00055,shchuchya,improvable,improvable,True
pp_nav_00056,shchuchya,navigable,navigable,True
pp_nav_00057,pp_nav_00059,navigable,navigable,False
pp_nav_00057,khantayskoye,navigable,navigable,True
pp_nav_00058,ob,navigable,navigable,True
pp_nav_00058,shchuchya,navigable,navigable,True
pp_nav_00059,pp_nav_00065,navigable,navigable,False
pp_nav_00059,khantayskoye,navigable,navigable,True
pp_nav_00060,pp_nav_00068,improvable,improvable,False
pp_nav_00060,kittila,improvable,improvable,True
pp_nav_00060,rovaniemi,improvable,improvable,True
pp_nav_00060,sodankyla,improvable,improvable,True
pp_nav_00061,pp_nav_00070,navigable,navigable,False
pp_nav_00061,pur,navigable,navigable,True
pp_nav_00062,pustozersk,navigable,navigable,True
pp_nav_00063,sededema,navigable,navigable,True
pp_nav_00064,shchuchya,navigable,navigable,True
pp_nav_00064,shuryshkar,navigable,navigable,True
pp_nav_00065,pp_nav_00072,navigable,navigable,False
pp_nav_00065,khantayskoye,navigable,navigable,True
pp_nav_00066,pp_nav_00077,improvable,improvable,False
pp_nav_00066,jigansk,improvable,improvable,True
pp_nav_00066,bakhanay,improvable,improvable,True
pp_nav_00066,kystatyam,improvable,improvable,True
pp_nav_00067,chalkyitsik,improvable,improvable,True
pp_nav_00068,pp_nav_00075,improvable,improvable,False
pp_nav_00068,rovaniemi,navigable,navigable,True
pp_nav_00069,pp_nav_00084,navigable,navigable,False
pp_nav_00069,shuryshkar,navigable,navigable,True
pp_nav_00070,pp_nav_00085,navigable,navigable,False
pp_nav_00070,pur,navigable,navigable,True
pp_nav_00071,pp_nav_00086,improvable,improvable,False
pp_nav_00071,mackenzie,navigable,navigable,True
pp_nav_00071,good_hope,navigable,navigable,True
pp_nav_00072,pp_nav_00079,navigable,navigable,False
pp_nav_00072,erachimo,navigable,navigable,True
pp_nav_00072,khantayskoye,navigable,navigable,True
pp_nav_00072,turukhansk,navigable,navigable,True
pp_nav_00073,shuryshkar,navigable,navigable,True
pp_nav_00074,pp_nav_00087,improvable,improvable,False
pp_nav_00074,tala_kyuyel,improvable,improvable,True
pp_nav_00074,utaya,improvable,improvable,True
pp_nav_00075,rovaniemi,improvable,improvable,True
pp_nav_00076,pp_nav_00078,barrier,barrier,False
pp_nav_00076,pp_nav_00083,barrier,barrier,False
pp_nav_00076,erachimo,barrier,barrier,True
pp_nav_00077,bakhanay,navigable,difficult,True
pp_nav_00078,erachimo,barrier,barrier,True
pp_nav_00079,pp_nav_00083,navigable,difficult,False
pp_nav_00079,pp_nav_00089,navigable,navigable,False
pp_nav_00079,erachimo,navigable,navigable,True
pp_nav_00079,turukhansk,navigable,navigable,True
pp_nav_00080,bodebyn,improvable,improvable,True
pp_nav_00080,branna,improvable,improvable,True
pp_nav_00081,barents_sea10,navigable,navigable,False
pp_nav_00081,okladnikova_sloboda,navigable,navigable,True
pp_nav_00082,pravaya_khetta,navigable,navigable,True
pp_nav_00083,erachimo,navigable,difficult,True
pp_nav_00084,shuryshkar,navigable,navigable,True
pp_nav_00085,pp_nav_00095,navigable,navigable,False
pp_nav_00085,yevoyakha,navigable,navigable,True
pp_nav_00085,pur,navigable,navigable,True
pp_nav_00086,good_hope,improvable,improvable,True
pp_nav_00087,pp_nav_00096,navigable,navigable,False
pp_nav_00087,tala_kyuyel,navigable,navigable,True
pp_nav_00087,ziryanka,navigable,navigable,True
pp_nav_00087,utaya,navigable,navigable,True
pp_nav_00088,pp_nav_00094,improvable,improvable,False
pp_nav_00088,rampart,navigable,navigable,True
pp_nav_00088,allakaket,navigable,navigable,True
pp_nav_00089,pp_nav_00103,navigable,navigable,False
pp_nav_00089,turukhansk,navigable,navigable,True
pp_nav_00090,pp_nav_00097,improvable,improvable,False
pp_nav_00090,circle,navigable,navigable,True
pp_nav_00091,pp_nav_00099,improvable,improvable,False
pp_nav_00091,pechora,improvable,improvable,True
pp_nav_00092,pp_nav_00106,navigable,navigable,False
pp_nav_00092,voikar,navigable,navigable,True
pp_nav_00093,ust_tsilma,improvable,improvable,True
pp_nav_00094,pp_nav_00100,improvable,improvable,False
pp_nav_00094,rampart,improvable,improvable,True
pp_nav_00094,tanana,improvable,improvable,True
pp_nav_00094,allakaket,improvable,improvable,True
pp_nav_00095,yevoyakha,navigable,navigable,True
pp_nav_00096,ziryanka,navigable,navigable,True
pp_nav_00096,nelemney,navigable,navigable,True
pp_nav_00097,circle,improvable,improvable,True
pp_nav_00098,pp_nav_00112,navigable,navigable,False
pp_nav_00098,voikar,navigable,navigable,True
pp_nav_00099,pp_nav_00114,improvable,improvable,False
pp_nav_00099,pechora,improvable,improvable,True
pp_nav_00100,pp_nav_00102,barrier,barrier,False
pp_nav_00100,grant_creek,navigable,navigable,True
pp_nav_00100,tanana,navigable,navigable,True
pp_nav_00101,pp_nav_00102,barrier,barrier,False
pp_nav_00101,pp_nav_00104,navigable,navigable,False
pp_nav_00101,grant_creek,navigable,navigable,True
pp_nav_00102,grant_creek,barrier,barrier,True
pp_nav_00102,tanana,barrier,barrier,True
pp_nav_00103,pp_nav_00122,navigable,navigable,False
pp_nav_00103,turukhansk,navigable,navigable,True
pp_nav_00104,pp_nav_00113,barrier,barrier,False
pp_nav_00104,grant_creek,navigable,navigable,True
pp_nav_00104,birches,navigable,navigable,True
pp_nav_00105,keelivtyn,navigable,navigable,True
pp_nav_00106,pp_nav_00121,navigable,navigable,False
pp_nav_00106,voikar,navigable,navigable,True
pp_nav_00106,zazhimchar,navigable,navigable,True
pp_nav_00107,koyukuk,navigable,navigable,True
pp_nav_00108,pp_nav_00110,improvable,improvable,False
pp_nav_00108,pp_nav_00111,improvable,improvable,False
pp_nav_00108,mahony,improvable,improvable,True
pp_nav_00109,rampart,navigable,navigable,True
pp_nav_00109,tanana,navigable,navigable,True
pp_nav_00110,mahony,navigable,navigable,True
pp_nav_00111,mahony,improvable,improvable,True
pp_nav_00112,voikar,navigable,navigable,True
pp_nav_00112,kunovat,navigable,navigable,True
pp_nav_00113,birches,barrier,barrier,True
pp_nav_00114,pechora,navigable,navigable,True
pp_nav_00115,pp_nav_00125,improvable,improvable,False
pp_nav_00115,tulita,navigable,navigable,True
pp_nav_00115,mahony,navigable,navigable,True
pp_nav_00116,pp_nav_00123,improvable,improvable,False
pp_nav_00116,glukharinyi,navigable,navigable,True
pp_nav_00117,koyukuk,navigable,navigable,True
pp_nav_00118,manley,barrier,barrier,True
pp_nav_00118,tanana,barrier,barrier,True
pp_nav_00119,chena,navigable,navigable,True
pp_nav_00120,chena,improvable,improvable,True
pp_nav_00121,pp_nav_00128,navigable,navigable,False
pp_nav_00121,zazhimchar,navigable,navigable,True
pp_nav_00121,kunovat,navigable,navigable,True
pp_nav_00122,pp_nav_00132,navigable,navigable,False
pp_nav_00122,inbatskoye,navigable,navigable,True
pp_nav_00122,turukhansk,navigable,navigable,True
pp_nav_00123,glukharinyi,improvable,improvable,True
pp_nav_00124,nimde,barrier,barrier,True
pp_nav_00125,pp_nav_00131,improvable,improvable,False
pp_nav_00125,blackwater,improvable,improvable,True
pp_nav_00125,tulita,improvable,improvable,True
pp_nav_00125,mahony,improvable,improvable,True
pp_nav_00126,pp_nav_00133,barrier,barrier,False
pp_nav_00126,salcha,improvable,improvable,True
pp_nav_00127,pp_nav_00138,navigable,navigable,False
pp_nav_00127,vukyl,navigable,navigable,True
pp_nav_00127,pechora,navigable,navigable,True
pp_nav_00128,zazhimchar,navigable,navigable,True
pp_nav_00128,beryozovo,navigable,navigable,True
pp_nav_00129,arkhangelsk,navigable,navigable,True
pp_nav_00130,pp_nav_00144,improvable,improvable,False
pp_nav_00130,kaltag,improvable,improvable,True
pp_nav_00131,pp_nav_00143,improvable,improvable,False
pp_nav_00131,blackwater,improvable,improvable,True
pp_nav_00131,tulita,improvable,improvable,True
pp_nav_00132,pp_nav_00149,navigable,navigable,False
pp_nav_00132,inbatskoye,navigable,navigable,True
pp_nav_00133,salcha,barrier,barrier,True
pp_nav_00134,turu,improvable,improvable,True
pp_nav_00135,pp_nav_00151,navigable,navigable,False
pp_nav_00135,zazhimchar,navigable,navigable,True
pp_nav_00135,beryozovo,navigable,navigable,True
pp_nav_00136,turu,navigable,difficult,True
pp_nav_00137,pp_nav_00150,navigable,navigable,False
pp_nav_00137,ust_pinega,navigable,navigable,True
pp_nav_00137,kholmogory,navigable,navigable,True
pp_nav_00138,pp_nav_00148,navigable,navigable,False
pp_nav_00138,vukyl,navigable,navigable,True
pp_nav_00138,pechora,navigable,navigable,True
pp_nav_00139,ulakhan_kyuyol,navigable,difficult,True
pp_nav_00140,bonanza,navigable,navigable,True
pp_nav_00140,upper_yukon,navigable,navigable,True
pp_nav_00141,kuturga,navigable,difficult,True
pp_nav_00142,pp_nav_00147,navigable,difficult,False
pp_nav_00142,khampa,navigable,difficult,True
pp_nav_00142,balagachchy,navigable,difficult,True
pp_nav_00143,blackwater,improvable,improvable,True
pp_nav_00144,pp_nav_00158,improvable,improvable,False
pp_nav_00144,kaltag,improvable,improvable,True
pp_nav_00144,ungaliq,improvable,improvable,True
pp_nav_00144,grayling,improvable,improvable,True
pp_nav_00145,inner_onega_bay,navigable,navigable,False
pp_nav_00145,pp_nav_00153,navigable,navigable,False
pp_nav_00145,village_onega,navigable,navigable,True
pp_nav_00145,nyonoksa,navigable,navigable,True
pp_nav_00146,ust_pinega,navigable,navigable,True
pp_nav_00146,kholmogory,navigable,navigable,True
pp_nav_00146,arkhangelsk,navigable,navigable,True
pp_nav_00147,seyat,navigable,difficult,True
pp_nav_00147,balagachchy,navigable,difficult,True
pp_nav_00148,pp_nav_00154,improvable,improvable,False
pp_nav_00148,vukyl,navigable,navigable,True
pp_nav_00149,inbatskoye,navigable,navigable,True
pp_nav_00150,pp_nav_00159,navigable,navigable,False
pp_nav_00150,kholmogory,navigable,navigable,True
pp_nav_00150,siya,navigable,navigable,True
pp_nav_00151,pp_nav_00164,navigable,navigable,False
pp_nav_00151,sumgut_vosh,navigable,navigable,True
pp_nav_00151,beryozovo,navigable,navigable,True
pp_nav_00152,pp_nav_00156,improvable,improvable,False
pp_nav_00152,khoro,improvable,improvable,True
pp_nav_00152,terbyas,improvable,improvable,True
pp_nav_00152,vilyuy,improvable,improvable,True
pp_nav_00153,pp_nav_00163,navigable,navigable,False
pp_nav_00153,malye_oserki,navigable,navigable,True
pp_nav_00153,village_onega,navigable,navigable,True
pp_nav_00153,nyonoksa,navigable,navigable,True
pp_nav_00154,pp_nav_00167,improvable,improvable,False
pp_nav_00154,vukyl,improvable,improvable,True
pp_nav_00155,bonanza,navigable,navigable,True
pp_nav_00156,khoro,navigable,difficult,True
pp_nav_00156,terbyas,navigable,difficult,True
pp_nav_00156,byuteydyakh,navigable,difficult,True
pp_nav_00157,sangar,navigable,difficult,True
pp_nav_00158,pp_nav_00181,navigable,navigable,False
pp_nav_00158,unalakleet,navigable,navigable,True
pp_nav_00158,grayling,navigable,navigable,True
pp_nav_00159,pp_nav_00182,navigable,navigable,False
pp_nav_00159,siya,navigable,navigable,True
pp_nav_00160,pp_nav_00162,navigable,difficult,False
pp_nav_00160,byuteydyakh,navigable,difficult,True
pp_nav_00161,pp_nav_00165,improvable,improvable,False
pp_nav_00161,pp_nav_00170,navigable,difficult,False
pp_nav_00161,batamay,navigable,difficult,True
pp_nav_00161,segyan_kyuyol,navigable,difficult,True
pp_nav_00162,ynakhsyt,navigable,difficult,True
pp_nav_00162,byuteydyakh,navigable,difficult,True
pp_nav_00163,malye_oserki,navigable,navigable,True
pp_nav_00164,pp_nav_00180,navigable,navigable,False
pp_nav_00164,sumgut_vosh,navigable,navigable,True
pp_nav_00165,pp_nav_00171,improvable,improvable,False
pp_nav_00165,kele,improvable,improvable,True
pp_nav_00165,batamay,improvable,improvable,True
pp_nav_00165,segyan_kyuyol,improvable,improvable,True
pp_nav_00166,pp_nav_00172,navigable,difficult,False
pp_nav_00166,pp_nav_00177,navigable,difficult,False
pp_nav_00166,barayy,navigable,difficult,True
pp_nav_00166,tukulan,navigable,difficult,True
pp_nav_00167,pp_nav_00178,navigable,navigable,False
pp_nav_00167,vukyl,navigable,navigable,True
pp_nav_00168,wrigley,navigable,navigable,True
pp_nav_00169,pp_nav_00183,navigable,navigable,False
pp_nav_00169,inbatskoye,navigable,navigable,True
pp_nav_00169,verkhneimbatsk,navigable,navigable,True
pp_nav_00170,pp_nav_00188,navigable,difficult,False
pp_nav_00170,kele,navigable,difficult,True
pp_nav_00170,batamay,navigable,difficult,True
pp_nav_00170,khatas,navigable,difficult,True
pp_nav_00171,kele,navigable,difficult,True
pp_nav_00172,pp_nav_00173,navigable,difficult,False
pp_nav_00172,tukulan,navigable,difficult,True
pp_nav_00173,tukulan,navigable,difficult,True
pp_nav_00174,pp_nav_00176,improvable,improvable,False
pp_nav_00174,ynakhsyt,improvable,improvable,True
pp_nav_00174,niurba,improvable,improvable,True
pp_nav_00175,yemetsk,navigable,navigable,True
pp_nav_00175,siya,navigable,navigable,True
pp_nav_00176,pp_nav_00197,navigable,difficult,False
pp_nav_00176,bysyttakh,navigable,difficult,True
pp_nav_00176,niurba,navigable,difficult,True
pp_nav_00177,pp_nav_00184,improvable,improvable,False
pp_nav_00177,barayy,navigable,difficult,True
pp_nav_00178,pp_nav_00194,navigable,navigable,False
pp_nav_00178,vukyl,navigable,navigable,True
pp_nav_00178,troitsko_pechorsk,navigable,navigable,True
pp_nav_00179,anundsjo,navigable,navigable,True
pp_nav_00179,solatunum,navigable,navigable,True
pp_nav_00180,pp_nav_00199,navigable,navigable,False
pp_nav_00180,sumgut_vosh,navigable,navigable,True
pp_nav_00180,karymkary,navigable,navigable,True
pp_nav_00180,kaltysyany,navigable,navigable,True
pp_nav_00180,vezhakary,navigable,navigable,True
pp_nav_00181,grayling,navigable,navigable,True
pp_nav_00182,pp_nav_00191,navigable,navigable,False
pp_nav_00182,siya,navigable,navigable,True
pp_nav_00182,ust_vayenga,navigable,navigable,True
pp_nav_00183,pp_nav_00201,navigable,navigable,False
pp_nav_00183,verkhneimbatsk,navigable,navigable,True
pp_nav_00184,uyana,improvable,improvable,True
pp_nav_00184,pp_nav_00195,improvable,improvable,False
pp_nav_00184,barayy,improvable,improvable,True
pp_nav_00184,bulun,improvable,improvable,True
pp_nav_00185,donjek,navigable,navigable,True
pp_nav_00185,pp_nav_00193,navigable,navigable,False
pp_nav_00186,maymaga,navigable,difficult,True
pp_nav_00186,khatas,navigable,difficult,True
pp_nav_00187,barayy,navigable,difficult,True
pp_nav_00187,bulun,navigable,difficult,True
pp_nav_00188,pp_nav_00212,navigable,difficult,False
pp_nav_00188,khatas,navigable,difficult,True
pp_nav_00189,buiunda,improvable,improvable,True
pp_nav_00189,pp_nav_00209,improvable,improvable,False
pp_nav_00189,seymchan,improvable,improvable,True
pp_nav_00190,nunam_iqua_cove,navigable,navigable,False
pp_nav_00190,imangaq,navigable,navigable,True
pp_nav_00191,ust_vayenga,navigable,navigable,True
pp_nav_00191,sogra,navigable,navigable,True
pp_nav_00192,pp_nav_00213,navigable,navigable,False
pp_nav_00192,wrigley,navigable,navigable,True
pp_nav_00193,donjek,navigable,navigable,True
pp_nav_00193,pp_nav_00200,navigable,navigable,False
pp_nav_00193,hucha_hudan,navigable,navigable,True
pp_nav_00194,troitsko_pechorsk,navigable,navigable,True
pp_nav_00195,uyana,navigable,difficult,True
pp_nav_00195,pp_nav_00206,improvable,improvable,False
pp_nav_00195,udamik,navigable,difficult,True
pp_nav_00196,karymkary,navigable,navigable,True
pp_nav_00196,kaltysyany,navigable,navigable,True
pp_nav_00196,vezhakary,navigable,navigable,True
pp_nav_00197,arangastakh,navigable,difficult,True
pp_nav_00197,elgyai,navigable,difficult,True
pp_nav_00197,bysyttakh,navigable,difficult,True
pp_nav_00198,arangastakh,navigable,difficult,True
pp_nav_00198,bysyttakh,navigable,difficult,True
pp_nav_00199,pp_nav_00211,navigable,navigable,False
pp_nav_00199,karymkary,navigable,navigable,True
pp_nav_00199,vezhakary,navigable,navigable,True
pp_nav_00200,pp_nav_00203,improvable,improvable,False
pp_nav_00200,hucha_hudan,navigable,navigable,True
pp_nav_00201,pp_nav_00216,navigable,navigable,False
pp_nav_00201,verkhneimbatsk,navigable,navigable,True
pp_nav_00202,kysyl_syr,navigable,difficult,True
pp_nav_00202,maymaga,navigable,difficult,True
pp_nav_00202,khatas,navigable,difficult,True
pp_nav_00203,pp_nav_00215,improvable,improvable,False
pp_nav_00203,hucha_hudan,improvable,improvable,True
pp_nav_00203,carmacks,improvable,improvable,True
pp_nav_00204,pp_nav_00206,improvable,improvable,False
pp_nav_00204,pp_nav_00217,improvable,improvable,False
pp_nav_00204,khandyga,navigable,difficult,True
pp_nav_00204,udamik,navigable,difficult,True
pp_nav_00205,pp_nav_00218,navigable,navigable,False
pp_nav_00205,sogra,navigable,navigable,True
pp_nav_00206,udamik,improvable,improvable,True
pp_nav_00207,seymchan,navigable,navigable,True
pp_nav_00208,pp_nav_00209,improvable,improvable,False
pp_nav_00208,pp_nav_00210,improvable,improvable,False
pp_nav_00208,seymchan,improvable,improvable,True
pp_nav_00209,buiunda,navigable,navigable,True
pp_nav_00209,seymchan,navigable,navigable,True
pp_nav_00210,seymchan,navigable,navigable,True
pp_nav_00211,pp_nav_00220,navigable,navigable,False
pp_nav_00211,nazym,navigable,navigable,True
pp_nav_00211,karymkary,navigable,navigable,True
pp_nav_00212,pp_nav_00221,navigable,difficult,False
pp_nav_00212,pp_nav_00227,navigable,difficult,False
pp_nav_00212,kysyl_syr,navigable,difficult,True
pp_nav_00212,zhatai,navigable,difficult,True
pp_nav_00212,chiryapchi,navigable,difficult,True
pp_nav_00212,khatas,navigable,difficult,True
pp_nav_00213,pp_nav_00228,improvable,improvable,False
pp_nav_00213,wrigley,navigable,navigable,True
pp_nav_00214,pp_nav_00234,navigable,navigable,False
pp_nav_00214,deloy_ges,navigable,navigable,True
pp_nav_00214,deloy_chet,navigable,navigable,True
pp_nav_00215,pp_nav_00231,improvable,improvable,False
pp_nav_00215,pelly_faro,navigable,navigable,True
pp_nav_00215,carmacks,navigable,navigable,True
pp_nav_00216,pp_nav_00237,navigable,navigable,False
pp_nav_00216,bakhtinsky,navigable,navigable,True
pp_nav_00216,verkhneimbatsk,navigable,navigable,True
pp_nav_00217,pp_nav_00233,improvable,improvable,False
pp_nav_00217,khandyga,improvable,improvable,True
pp_nav_00217,chymnaii,improvable,improvable,True
pp_nav_00217,zhebariki_khaya,improvable,improvable,True
pp_nav_00218,nizhnyaya_toyma,navigable,navigable,True
pp_nav_00218,sogra,navigable,navigable,True
pp_nav_00219,orotukan,navigable,navigable,True
pp_nav_00220,pp_nav_00229,improvable,improvable,False
pp_nav_00220,nazym,navigable,navigable,True
pp_nav_00221,kysyl_syr,navigable,difficult,True
pp_nav_00221,khatas,navigable,difficult,True
pp_nav_00222,pp_nav_00243,navigable,navigable,False
pp_nav_00222,verkhnyaya_toyma,navigable,navigable,True
pp_nav_00222,nizhnyaya_toyma,navigable,navigable,True
pp_nav_00223,elgyai,improvable,improvable,True
pp_nav_00223,suntar,improvable,improvable,True
pp_nav_00224,pp_nav_00225,improvable,improvable,False
pp_nav_00224,pp_nav_00235,improvable,improvable,False
pp_nav_00224,zheshart,navigable,navigable,True
pp_nav_00224,ust_vym,navigable,navigable,True
pp_nav_00225,pp_nav_00240,improvable,improvable,False
pp_nav_00225,ust_sysola,improvable,improvable,True
pp_nav_00225,zheshart,improvable,improvable,True
pp_nav_00225,ust_vym,improvable,improvable,True
pp_nav_00226,zhatai,navigable,difficult,True
pp_nav_00226,chiryapchi,navigable,difficult,True
pp_nav_00227,pp_nav_00255,navigable,difficult,False
pp_nav_00227,kysyl_syr,navigable,difficult,True
pp_nav_00227,zhatai,navigable,difficult,True
pp_nav_00228,wrigley,improvable,improvable,True
pp_nav_00229,pp_nav_00254,improvable,improvable,False
pp_nav_00229,nazym,improvable,improvable,True
pp_nav_00229,bardak,improvable,improvable,True
pp_nav_00230,iagodnoie,improvable,improvable,True
pp_nav_00231,pp_nav_00238,improvable,improvable,False
pp_nav_00231,pelly_faro,improvable,improvable,True
pp_nav_00231,carmacks,improvable,improvable,True
pp_nav_00232,pp_nav_00235,improvable,improvable,False
pp_nav_00232,pp_nav_00239,navigable,navigable,False
pp_nav_00232,zheshart,navigable,navigable,True
pp_nav_00233,pp_nav_00251,improvable,improvable,False
pp_nav_00233,khanda,improvable,improvable,True
pp_nav_00233,chymnaii,improvable,improvable,True
pp_nav_00233,zhebariki_khaya,improvable,improvable,True
pp_nav_00234,deloy_ges,navigable,navigable,True
pp_nav_00234,deloy_chet,navigable,navigable,True
pp_nav_00235,zheshart,improvable,improvable,True
pp_nav_00236,mayya,navigable,difficult,True
pp_nav_00236,zhatai,navigable,difficult,True
pp_nav_00236,tomtor,navigable,difficult,True
pp_nav_00237,pp_nav_00253,navigable,navigable,False
pp_nav_00237,bakhtinsky,navigable,navigable,True
pp_nav_00238,pelly_faro,navigable,navigable,True
pp_nav_00239,zheshart,navigable,navigable,True
pp_nav_00240,ust_sysola,navigable,navigable,True
pp_nav_00240,ust_vym,navigable,navigable,True
pp_nav_00241,krasny_bor,navigable,navigable,True
pp_nav_00241,voznesenskoye,navigable,navigable,True
pp_nav_00241,verkhnyaya_toyma,navigable,navigable,True
pp_nav_00241,nizhnyaya_toyma,navigable,navigable,True
pp_nav_00242,susitna,improvable,improvable,True
pp_nav_00243,pp_nav_00261,improvable,improvable,False
pp_nav_00243,verkhnyaya_toyma,navigable,navigable,True
