location_tag,water_location,state,shore_pixels
srey_sarchhor,pp_nav_00736,navigable,50
srey_sarchhor,pp_nav_00737,navigable,31
srey_sarchhor,pp_nav_00738,navigable,15
kara,pp_nav_00640,navigable,37
evreux,pp_nav_00298,improvable,26
derawar,pp_nav_00605,navigable,28
nguidjilone,pp_nav_00708,navigable,54
bamba,pp_nav_00695,navigable,73
bamba,pp_nav_00697,navigable,32
porto,pp_nav_00439,navigable,21
porto,pp_nav_00440,improvable,60
gao,pp_nav_00699,navigable,21
arlal,pp_nav_00704,navigable,27
grimsby,pp_nav_00187,navigable,50
grimsby,pp_nav_00190,navigable,8
villemur,pp_nav_00416,navigable,6
villemur,pp_nav_00418,navigable,8
villemur,pp_nav_00421,improvable,54
kamieniec,pp_nav_00209,navigable,55
kamieniec,pp_nav_00215,navigable,38
azia,pp_nav_00759,navigable,39
viviers,pp_nav_00408,improvable,23
chinon,pp_nav_00346,improvable,22
trevoux,pp_nav_00363,navigable,19
namgyeong,pp_nav_00484,navigable,32
namgyeong,pp_nav_00488,navigable,32
petrinja,pp_nav_00370,navigable,7
biala_podlaska,pp_nav_00221,navigable,23
hertogenbosch,pp_nav_00236,navigable,28
orange,pp_nav_00408,improvable,19
orange,pp_nav_00419,improvable,5
dobyaz,pp_nav_00150,navigable,34
quigualtam,pp_nav_00516,navigable,43
quigualtam,pp_nav_00518,navigable,84
branicevo,pp_nav_00405,navigable,71
branicevo,pp_nav_00411,navigable,11
gongan,pp_nav_00582,navigable,37
gongan,pp_nav_00592,navigable,8
hanguang,pp_nav_00665,navigable,13
ust_tsimla,pp_nav_00328,navigable,24
ust_tsimla,pp_nav_00338,navigable,42
tarnogsky_gorodok,pp_nav_00062,navigable,38
kovin,pp_nav_00405,navigable,18
kovin,pp_nav_00409,navigable,5
nudarcha,pp_nav_00450,navigable,90
nudarcha,pp_nav_00452,navigable,98
nudarcha,pp_nav_00454,navigable,77
nudarcha,pp_nav_00455,navigable,4
wiesbaden,pp_nav_00275,navigable,4
wiesbaden,pp_nav_00277,navigable,21
arnhem,pp_nav_00222,navigable,22
arnhem,pp_nav_00232,navigable,25
arnhem,pp_nav_00233,navigable,1
mongyang,pp_nav_00663,navigable,45
mongyang,pp_nav_00664,navigable,21
krasny_yar,pp_nav_00359,navigable,83
krasny_yar,pp_nav_00364,navigable,62
krasny_yar,pp_nav_00371,navigable,6
phnom_santuk,pp_nav_00732,improvable,25
phnom_santuk,pp_nav_00735,navigable,35
yenotayevka,pp_nav_00336,navigable,20
mohacs,pp_nav_00365,navigable,44
mohacs,pp_nav_00374,navigable,11
glogow,pp_nav_00229,navigable,2
glogow,pp_nav_00241,navigable,57
zolotonosha,pp_nav_00284,navigable,24
zolotonosha,pp_nav_00290,navigable,23
voghera,pp_nav_00389,navigable,5
ostiglia,pp_nav_00392,navigable,15
heilbronn,pp_nav_00297,navigable,30
romans,pp_nav_00372,navigable,4
romans,pp_nav_00383,navigable,23
potapoco,pp_nav_00467,navigable,8
xiangtan,pp_nav_00611,navigable,38
nebesek,pp_nav_00362,navigable,15
vyadhapura,pp_nav_00738,navigable,82
vyadhapura,pp_nav_00740,navigable,35
alytus,pp_nav_00170,navigable,13
linz,pp_nav_00317,navigable,54
linz,pp_nav_00323,improvable,9
saintes,pp_nav_00368,navigable,54
saintes,pp_nav_00373,navigable,2
shwegu,pp_nav_00663,navigable,22
shwegu,pp_nav_00664,navigable,44
shwegu,pp_nav_00669,navigable,11
ardatov,pp_nav_00157,navigable,44
ardatov,pp_nav_00167,navigable,15
hmawbi,pp_nav_00693,navigable,62
hmawbi,pp_nav_00694,navigable,13
ensisheim,pp_nav_00327,navigable,16
rastyapino,pp_nav_00127,navigable,9
rastyapino,pp_nav_00135,navigable,37
rastyapino,pp_nav_00138,navigable,39
lanxi,pp_nav_00595,navigable,13
rouen,pp_nav_00287,navigable,10
rouen,pp_nav_00288,improvable,29
hoxter,pp_nav_00228,improvable,24
meissen,pp_nav_00252,navigable,43
wimbee,pp_nav_00524,navigable,38
wimbee,pp_nav_00531,navigable,34
saukiog,pp_nav_00434,navigable,27
kolomna,pp_nav_00159,navigable,38
kolomna,pp_nav_00169,navigable,28
amersfoort,pp_nav_00231,navigable,18
amersfoort,pp_nav_00232,navigable,20
tilsit,pp_nav_00160,navigable,5
tilsit,pp_nav_00165,navigable,60
salaspils,pp_nav_00125,navigable,53
salaspils,pp_nav_00131,improvable,11
hatchie,pp_nav_00502,navigable,10
hatchie,pp_nav_00505,navigable,43
germersheim,pp_nav_00291,navigable,22
germersheim,pp_nav_00304,navigable,6
pontefract,pp_nav_00184,improvable,47
pontefract,pp_nav_00187,navigable,21
sena,pp_nav_00794,navigable,30
sena,pp_nav_00795,navigable,38
cambridge,pp_nav_00205,navigable,3
naserpur,pp_nav_00636,navigable,3
naserpur,pp_nav_00646,navigable,34
durham,pp_nav_00172,navigable,11
lynn,pp_nav_00205,navigable,50
bristol,pp_nav_00227,navigable,17
quelimane,pp_nav_00796,navigable,35
oreshek,pp_nav_00067,navigable,32
oreshek,pp_nav_00070,navigable,7
santarem,pp_nav_00451,navigable,30
djenne,pp_nav_00719,navigable,55
djenne,pp_nav_00723,navigable,33
jurong,pp_nav_00533,navigable,8
gaoyou,pp_nav_00520,navigable,12
gaoyou,pp_nav_00526,improvable,27
kubenskoye,pp_nav_00082,navigable,9
tboung_khmum,pp_nav_00735,navigable,49
banjar,pp_nav_00784,navigable,63
strasbourg,pp_nav_00304,navigable,19
strasbourg,pp_nav_00315,navigable,25
dagana,pp_nav_00702,navigable,92
dagana,pp_nav_00703,navigable,3
manmaw,pp_nav_00663,navigable,28
solt,pp_nav_00352,navigable,42
solt,pp_nav_00358,navigable,3
dzisna,pp_nav_00151,navigable,66
dzisna,pp_nav_00156,navigable,31
changshou_changshou,pp_nav_00599,navigable,13
doboj,pp_nav_00390,navigable,57
gaoyao,pp_nav_00676,improvable,56
gaoyao,pp_nav_00677,improvable,34
nochpeem,pp_nav_00432,navigable,16
nochpeem,pp_nav_00436,navigable,28
buckeburg,pp_nav_00220,improvable,23
buckeburg,pp_nav_00228,improvable,5
huangmei,pp_nav_00596,navigable,9
huangmei,pp_nav_00597,navigable,12
tybee,pp_nav_00524,navigable,23
tybee,pp_nav_00531,navigable,38
tybee,pp_nav_00534,navigable,41
basel,pp_nav_00327,navigable,12
komarom,pp_nav_00332,navigable,10
komarom,pp_nav_00334,navigable,6
komarom,pp_nav_00335,navigable,17
shakhty,pp_nav_00341,navigable,17
shakhty,pp_nav_00343,navigable,29
musi_hilir,pp_nav_00777,navigable,80
gottingen,pp_nav_00245,navigable,3
burg,pp_nav_00213,navigable,19
burg,pp_nav_00225,improvable,46
sagaing,pp_nav_00681,navigable,42
sagaing,pp_nav_00683,navigable,26
comacchio,pp_nav_00391,navigable,15
comacchio,pp_nav_00401,navigable,42
hachberg,pp_nav_00315,navigable,18
hachberg,pp_nav_00327,navigable,13
hanyang,pp_nav_00570,navigable,27
hanyang,pp_nav_00571,navigable,13
hanyang,pp_nav_00579,navigable,38
scharding,pp_nav_00311,navigable,11
scharding,pp_nav_00317,navigable,29
linxiang,pp_nav_00589,navigable,14
linxiang,pp_nav_00601,navigable,6
sinsheim,pp_nav_00289,navigable,25
sinsheim,pp_nav_00297,navigable,4
chimgi_tura,pp_nav_00121,navigable,60
chimgi_tura,pp_nav_00123,navigable,43
sens,pp_nav_00320,navigable,45
wittenberge,pp_nav_00198,navigable,44
bishan,pp_nav_00598,navigable,36
mantes,pp_nav_00298,improvable,22
mantes,pp_nav_00301,navigable,17
mantes,pp_nav_00305,navigable,26
crepy,pp_nav_00295,navigable,17
prayag,pp_nav_00640,navigable,1
prayag,pp_nav_00647,navigable,35
prayag,pp_nav_00651,navigable,33
chakangrao,pp_nav_00705,navigable,28
chakangrao,pp_nav_00709,navigable,15
beaujeu,pp_nav_00363,navigable,25
daye,pp_nav_00574,navigable,2
daye,pp_nav_00587,navigable,12
tournai,pp_nav_00263,navigable,25
malbork,pp_nav_00182,navigable,46
malbork,pp_nav_00186,navigable,14
dubrajpur,pp_nav_00667,navigable,9
corabia,pp_nav_00423,navigable,15
corabia,pp_nav_00425,navigable,44
bol_shaya_martynovka,pp_nav_00338,navigable,35
bol_shaya_martynovka,pp_nav_00341,navigable,1
bol_shaya_martynovka,pp_nav_00342,navigable,43
lom,pp_nav_00420,navigable,9
lom,pp_nav_00423,navigable,40
lebus,pp_nav_00201,navigable,3
lebus,pp_nav_00214,navigable,38
atishchevo,pp_nav_00144,navigable,26
atishchevo,pp_nav_00150,navigable,51
voskresenskoye,pp_nav_00136,navigable,18
nyuksenitsa,pp_nav_00054,navigable,26
nyuksenitsa,pp_nav_00056,navigable,96
nyuksenitsa,pp_nav_00062,navigable,32
wiccacon,pp_nav_00501,navigable,25
qianjiang,pp_nav_00567,navigable,33
aaboukingon,pp_nav_00479,navigable,18
aaboukingon,pp_nav_00480,navigable,54
aaboukingon,pp_nav_00483,navigable,3
huaining,pp_nav_00568,navigable,42
opatow,pp_nav_00259,navigable,12
opatow,pp_nav_00267,navigable,20
kreuznach,pp_nav_00275,navigable,9
kot_addu,pp_nav_00580,navigable,27
kot_addu,pp_nav_00594,navigable,1
chiramba,pp_nav_00792,navigable,16
chiramba,pp_nav_00793,navigable,49
chiramba,pp_nav_00794,navigable,17
tulamba,pp_nav_00565,navigable,14
tulamba,pp_nav_00573,navigable,36
tulamba,pp_nav_00575,navigable,11
shrewsbury,pp_nav_00212,navigable,42
kidderminster,pp_nav_00212,navigable,38
kalpi,pp_nav_00628,navigable,27
kalpi,pp_nav_00635,navigable,17
cuama,pp_nav_00797,navigable,23
cuama,pp_nav_00798,navigable,28
dadu,pp_nav_00447,navigable,42
nnewi,pp_nav_00757,navigable,18
nnewi,pp_nav_00759,navigable,6
ndar,pp_nav_00703,navigable,37
zuera,pp_nav_00435,navigable,26
goundam,pp_nav_00698,navigable,1
goundam,pp_nav_00704,navigable,28
maghana,pp_nav_00711,navigable,2
maghana,pp_nav_00714,navigable,10
verkhny_mamon,pp_nav_00266,navigable,48
verkhny_mamon,pp_nav_00273,navigable,51
verkhny_mamon,pp_nav_00276,navigable,16
baoying,pp_nav_00520,navigable,53
mayen,pp_nav_00264,navigable,23
mayen,pp_nav_00270,improvable,35
sumgut_vosh,pp_nav_00017,navigable,2
sumgut_vosh,pp_nav_00020,navigable,41
sumgut_vosh,pp_nav_00022,navigable,15
winsen,pp_nav_00189,navigable,34
baja_hungary,pp_nav_00358,navigable,33
baja_hungary,pp_nav_00365,navigable,1
chateau_thierry,pp_nav_00302,navigable,33
zemlyansk,pp_nav_00238,navigable,19
chepoussa,pp_nav_00473,navigable,11
chepoussa,pp_nav_00478,navigable,81
chepoussa,pp_nav_00486,navigable,71
taihe_taihe,pp_nav_00619,navigable,34
taihe_taihe,pp_nav_00624,improvable,19
belgrad,pp_nav_00402,navigable,6
belgrad,pp_nav_00403,navigable,44
sokolow,pp_nav_00209,navigable,19
sokolow,pp_nav_00211,navigable,42
dubica,pp_nav_00370,navigable,5
dubica,pp_nav_00377,navigable,34
bratislava,pp_nav_00325,navigable,9
balakovo,pp_nav_00223,navigable,45
balakovo,pp_nav_00230,navigable,17
sanlorenzo,pp_nav_00424,navigable,15
sanlorenzo,pp_nav_00428,navigable,11
pescia,pp_nav_00424,navigable,11
pescia,pp_nav_00426,navigable,13
gorokhovets,pp_nav_00138,navigable,9
gorokhovets,pp_nav_00143,navigable,28
wuqing,pp_nav_00447,navigable,7
wuqing,pp_nav_00448,navigable,56
shuyskoye,pp_nav_00077,navigable,80
shuyskoye,pp_nav_00079,navigable,10
luxian,pp_nav_00447,navigable,48
tindirma,pp_nav_00704,navigable,44
tindirma,pp_nav_00707,navigable,62
mologa,pp_nav_00099,navigable,16
mologa,pp_nav_00103,navigable,25
bereznik,pp_nav_00025,navigable,1
vysokoye,pp_nav_00159,navigable,17
nizhny_novgorod,pp_nav_00127,navigable,2
nizhny_novgorod,pp_nav_00135,navigable,49
nizhny_novgorod,pp_nav_00137,navigable,45
korneuburg,pp_nav_00322,navigable,32
korneuburg,pp_nav_00326,navigable,2
horoshino,pp_nav_00290,navigable,25
horoshino,pp_nav_00300,navigable,7
etampes,pp_nav_00312,navigable,11
uglich,pp_nav_00103,navigable,47
uglich,pp_nav_00116,navigable,33
lingzhou_dezhou,pp_nav_00485,navigable,8
lingzhou_dezhou,pp_nav_00493,navigable,10
zielona_gora,pp_nav_00226,navigable,4
zielona_gora,pp_nav_00229,navigable,61
wittlich,pp_nav_00274,navigable,38
muskingum,pp_nav_00446,navigable,32
muskingum,pp_nav_00449,navigable,48
muskingum,pp_nav_00453,navigable,5
tournon,pp_nav_00372,navigable,14
tournon,pp_nav_00383,navigable,30
yacupipizote,pp_nav_00756,navigable,16
yacupipizote,pp_nav_00758,navigable,44
saponi,pp_nav_00496,navigable,48
wushan,pp_nav_00558,improvable,65
tetamekanch,pp_nav_00445,navigable,18
tata,pp_nav_00332,navigable,6
tata,pp_nav_00334,navigable,5
tata,pp_nav_00335,navigable,19
andawaohie,pp_nav_00355,navigable,22
andawaohie,pp_nav_00360,navigable,9
bage,pp_nav_00356,navigable,26
bage,pp_nav_00363,navigable,3
sochaczew,pp_nav_00216,navigable,3
sochaczew,pp_nav_00219,navigable,25
treuenbrietzen,pp_nav_00208,navigable,14
treuenbrietzen,pp_nav_00217,navigable,10
treuenbrietzen,pp_nav_00218,navigable,20
deventer,pp_nav_00210,improvable,21
deventer,pp_nav_00222,navigable,16
cernavoda,pp_nav_00406,navigable,29
cernavoda,pp_nav_00415,navigable,20
rechnoye,pp_nav_00336,navigable,3
rechnoye,pp_nav_00348,navigable,86
duchang,pp_nav_00602,navigable,10
wesel,pp_nav_00242,navigable,45
wesel,pp_nav_00251,navigable,5
chupanga,pp_nav_00795,navigable,10
chupanga,pp_nav_00797,navigable,25
mopeia,pp_nav_00795,navigable,31
mopeia,pp_nav_00797,navigable,9
uch,pp_nav_00594,navigable,5
uch,pp_nav_00605,navigable,16
kandiaro,pp_nav_00617,navigable,11
kandiaro,pp_nav_00621,navigable,50
kandiaro,pp_nav_00626,navigable,9
tete,pp_nav_00791,navigable,48
sanlucar_la_mayor,pp_nav_00487,navigable,19
sanlucar_la_mayor,pp_nav_00491,improvable,7
setubal,pp_nav_00451,navigable,16
kabara,pp_nav_00698,navigable,68
kabara,pp_nav_00704,navigable,18
xiapi,pp_nav_00514,navigable,73
peixian,pp_nav_00510,navigable,52
peixian,pp_nav_00513,navigable,23
phayuhakhiri,pp_nav_00705,navigable,42
phayuhakhiri,pp_nav_00709,navigable,46
phayuhakhiri,pp_nav_00713,navigable,2
visesav,pp_nav_00410,navigable,60
visesav,pp_nav_00414,navigable,32
tutrakan,pp_nav_00417,navigable,31
jangipur,pp_nav_00655,navigable,3
jangipur,pp_nav_00661,navigable,50
tamluk,pp_nav_00680,navigable,3
bulbancha,pp_nav_00585,navigable,71
bulbancha,pp_nav_00591,navigable,96
bulbancha,pp_nav_00593,navigable,11
siegburg,pp_nav_00258,navigable,7
siegburg,pp_nav_00264,navigable,16
bykovo,pp_nav_00271,navigable,14
bykovo,pp_nav_00281,navigable,50
bykovo,pp_nav_00294,navigable,25
gualeguay,pp_nav_00811,navigable,9
gualeguay,pp_nav_00814,navigable,48
gualeguay,pp_nav_00816,navigable,48
gualeguay,pp_nav_00819,navigable,8
paru,pp_nav_00767,navigable,37
nanhai,pp_nav_00676,improvable,29
nanhai,pp_nav_00679,navigable,13
zakroczym,pp_nav_00215,navigable,27
zakroczym,pp_nav_00219,navigable,20
thien_truong,pp_nav_00686,navigable,11
thien_truong,pp_nav_00688,navigable,24
chandrabad,pp_nav_00661,navigable,33
chandrabad,pp_nav_00667,navigable,50
marmande,pp_nav_00400,navigable,8
marmande,pp_nav_00412,navigable,40
yangju,pp_nav_00488,navigable,12
cegani,pp_nav_00406,navigable,12
cegani,pp_nav_00415,navigable,34
fehervar,pp_nav_00337,navigable,22
fehervar,pp_nav_00352,navigable,4
charquis,pp_nav_00489,navigable,4
charquis,pp_nav_00494,navigable,56
charquis,pp_nav_00495,navigable,9
charquis,pp_nav_00498,navigable,59
pocosin,pp_nav_00504,navigable,24
pocosin,pp_nav_00506,navigable,9
osterburg,pp_nav_00198,navigable,19
osterburg,pp_nav_00204,navigable,14
gichthanne,pp_nav_00476,improvable,39
gichthanne,pp_nav_00477,navigable,46
gichthanne,pp_nav_00479,navigable,43
gichthanne,pp_nav_00480,navigable,14
gichthanne,pp_nav_00481,navigable,9
ahkwesasne,pp_nav_00375,improvable,21
ahkwesasne,pp_nav_00381,improvable,31
thang_long,pp_nav_00686,navigable,19
kaisou,pp_nav_00515,navigable,17
huanggang,pp_nav_00570,navigable,11
huanggang,pp_nav_00574,navigable,38
ficarolo,pp_nav_00392,navigable,36
ficarolo,pp_nav_00395,navigable,31
ficarolo,pp_nav_00399,navigable,7
wislica,pp_nav_00267,navigable,25
wislica,pp_nav_00272,navigable,52
velyka_oleksandrivka,pp_nav_00344,navigable,47
velyka_oleksandrivka,pp_nav_00353,navigable,8
kleve,pp_nav_00233,navigable,32
kleve,pp_nav_00242,navigable,26
bacs,pp_nav_00374,navigable,56
bacs,pp_nav_00379,navigable,23
flix,pp_nav_00437,improvable,18
flix,pp_nav_00438,improvable,45
rohat_kermen,pp_nav_00353,navigable,28
radom,pp_nav_00237,navigable,13
shizhu,pp_nav_00577,navigable,14
atchafalaya,pp_nav_00566,navigable,9
atchafalaya,pp_nav_00585,navigable,27
castellaun,pp_nav_00270,improvable,11
castellaun,pp_nav_00274,navigable,38
timbuktu,pp_nav_00698,navigable,6
dogo,pp_nav_00710,navigable,13
ciechanow,pp_nav_00216,navigable,20
ciechanow,pp_nav_00219,navigable,5
kaunas,pp_nav_00170,navigable,18
baden,pp_nav_00304,navigable,29
sisak,pp_nav_00370,navigable,37
harsova,pp_nav_00382,navigable,9
harsova,pp_nav_00406,navigable,26
mamadysh,pp_nav_00155,navigable,44
mamadysh,pp_nav_00158,navigable,2
perg,pp_nav_00323,improvable,24
perg,pp_nav_00324,navigable,3
sabac,pp_nav_00398,navigable,28
sabac,pp_nav_00402,navigable,20
titel,pp_nav_00379,navigable,17
nogent_sur_seine,pp_nav_00320,navigable,24
dhubri,pp_nav_00631,navigable,17
dhubri,pp_nav_00637,navigable,35
braila,pp_nav_00378,navigable,18
braila,pp_nav_00382,navigable,22
isaccea,pp_nav_00378,navigable,40
isaccea,pp_nav_00380,navigable,18
roermond,pp_nav_00244,navigable,3
roermond,pp_nav_00253,navigable,36
krosno_odrzanskie,pp_nav_00226,navigable,48
htigyaing,pp_nav_00664,navigable,1
htigyaing,pp_nav_00669,navigable,43
masolian,pp_nav_00362,navigable,21
masolian,pp_nav_00366,improvable,12
atiya,pp_nav_00658,navigable,36
atiya,pp_nav_00666,navigable,6
malykovka,pp_nav_00223,navigable,32
malykovka,pp_nav_00230,navigable,21
trier,pp_nav_00274,navigable,9
trier,pp_nav_00282,navigable,17
freienwalde,pp_nav_00201,navigable,31
dubna,pp_nav_00122,navigable,32
dubna,pp_nav_00130,navigable,49
phnom_penh,pp_nav_00734,navigable,3
phnom_penh,pp_nav_00737,navigable,42
phnom_penh,pp_nav_00738,navigable,1
kumylzhenskaya,pp_nav_00285,navigable,8
kumylzhenskaya,pp_nav_00286,navigable,18
tczew,pp_nav_00182,navigable,16
solingen,pp_nav_00251,navigable,4
solingen,pp_nav_00258,navigable,32
luchow,pp_nav_00198,navigable,15
pavlovo,pp_nav_00143,navigable,10
konstantinovsk,pp_nav_00341,navigable,38
konstantinovsk,pp_nav_00342,navigable,1
sampheak_borak,pp_nav_00725,barrier,17
sampheak_borak,pp_nav_00732,improvable,20
tensas,pp_nav_00527,navigable,27
tensas,pp_nav_00536,navigable,32
torzym,pp_nav_00214,navigable,48
torzym,pp_nav_00226,navigable,15
dijkot,pp_nav_00556,navigable,30
dijkot,pp_nav_00565,navigable,1
makanpur,pp_nav_00628,navigable,34
omerkot,pp_nav_00606,navigable,45
omerkot,pp_nav_00610,navigable,20
muhammad_tur,pp_nav_00657,navigable,37
muhammad_tur,pp_nav_00662,navigable,50
arrah,pp_nav_00641,navigable,30
arrah,pp_nav_00642,navigable,12
krakow,pp_nav_00278,navigable,11
wanar,pp_nav_00724,navigable,19
sutuko,pp_nav_00729,navigable,66
sutuko,pp_nav_00730,navigable,41
dia,pp_nav_00718,navigable,72
dia,pp_nav_00719,navigable,10
dia,pp_nav_00720,navigable,26
kaedi,pp_nav_00706,navigable,15
